index,day,segment,game,start,end,vidCoeff,mobCoeff,reach
1,-1,OML,0,1,5,2.7406255626808353,2.084420921526808,2349
2,-1,OMH,0,1,5,2.642007203439288,1.936021002676831,2237
3,-1,OFL,0,1,5,2.7787162238690204,2.407008754519069,1049
4,-1,OFH,0,1,5,2.5319459012746677,2.009957540528192,606
5,-1,YML,1,1,5,2.4060218101460564,1.7903504313642513,2496
6,-1,YMH,1,1,5,2.5529823171368107,1.674285642933208,919
7,-1,YFL,0,1,5,2.434327071066986,2.0147422298944564,2467
8,-1,YFH,0,1,5,2.487896666562788,2.207810759190615,559
9,0,OML,0,2,11,2.131631728363502,1.9408116940012863,6088
10,0,OMH,0,2,11,2.0844452931613446,1.7255075824807602,3054
11,0,OFL,0,2,11,2.394979022502498,2.1837611743961665,8041
12,0,OFH,1,2,8,2.3018817499668938,2.0456988033504273,5031
13,0,YML,0,2,7,2.3463636621282205,2.0773695078642214,5518
14,0,YMH,0,2,6,2.464033645466987,2.3323896577198773,458
15,0,YFL,0,2,6,2.4586812306805124,2.109465071174815,9024
16,0,YFH,0,2,8,2.5776268352359915,2.188154804106105,4493
17,1,OML,1,3,10,2.3984194654594932,2.3343398785182012,3809
18,1,OMH,0,3,12,2.2365939646422297,1.582928653133965,972
19,1,OFL,0,0,0,0.0,0.0,0
20,1,OFH,0,3,10,2.3277902738284486,1.6756828448216137,1767
21,1,YML,1,3,10,2.4335395255655694,2.176027492309829,4349
22,1,YMH,0,3,5,2.685516768397469,2.0056026337926243,352
23,1,YFL,0,3,5,2.2924360218066777,2.3788764742583397,335
24,1,YFH,0,3,6,2.315389954150449,1.9752136163598117,1168
25,2,OML,0,4,13,2.4767009589,2.4915340938,2098
26,2,OMH,0,4,13,2.035497649914492,1.919935485200824,161
27,2,OFL,0,4,9,2.6786610805518043,2.4417756552507166,2400
28,2,OFH,0,4,6,2.8806212022036086,2.392017216701433,302
29,2,YML,0,4,10,2.2458938157661827,2.0285876083787615,5670
30,2,YMH,0,4,10,2.2458938157661827,2.0285876083787615,5670
31,2,YFL,1,4,9,2.3703472702454316,2.038098827028788,7287
32,2,YFH,0,4,9,2.4414805450817894,2.103169604685985,6297
33,3,OML,1,5,14,2.095485294535166,1.8225008055743661,3164
34,3,OMH,1,5,10,2.3694337624056607,1.9385662672149244,3476
35,3,OFL,1,5,14,2.119291369447163,1.6967696568457487,3002
36,3,OFH,1,5,9,2.5657796632831666,1.7839715821224729,1300
37,3,YML,0,5,7,2.4237950819921568,2.086195000964957,440
38,3,YMH,0,5,7,2.6333465397218503,1.7802734823885027,119
39,3,YFL,0,5,8,2.4689631113183386,1.8716664343222955,1551
40,3,YFH,0,5,7,2.620155313370074,1.891911089080518,977
41,4,OML,1,6,13,2.5829187690270867,2.1278271526129133,7379
42,4,OMH,1,6,12,2.5769344643335605,1.9972025023707305,6738
43,4,OFL,0,6,10,2.5174214312642693,2.0685331927514836,3425
44,4,OFH,0,6,10,2.448861898450714,1.9175815381577443,4220
45,4,YML,1,6,15,2.679305998577053,1.9089564544328936,4159
46,4,YMH,1,6,11,2.511733894840201,1.804742603044162,3582
47,4,YFL,0,6,10,2.687506864072086,1.8892326598376208,2359
48,4,YFH,0,6,9,2.41619415946112,1.7725097377192969,2700
49,5,OML,0,7,11,2.4138963819901496,1.5790450875405486,4567
50,5,OMH,0,7,11,2.01435025832496,1.5403600267360984,1982
51,5,OFL,0,7,13,2.3983435321220097,2.1403018680516483,4882
52,5,OFH,0,7,16,2.3193654205035092,1.8833132439594233,2066
53,5,YML,1,7,13,2.378345645401954,1.6439110755808326,5138
54,5,YMH,0,7,13,2.417945630732895,1.6812616305994985,3864
55,5,YFL,0,0,0,0.0,0.0,0
56,5,YFH,0,7,16,2.4163257016281925,1.6619201349973494,662
57,6,OML,1,8,17,2.6710304857534544,2.1565436288230893,6717
58,6,OMH,1,8,17,2.650723430191033,2.0077451047291417,5265
59,6,OFL,0,0,0,0.0,0.0,0
60,6,OFH,0,0,0,0.0,0.0,0
61,6,YML,0,8,12,2.5996578946470272,2.008783642032724,7143
62,6,YMH,0,8,12,2.5629860359794874,1.8901602376789985,5691
63,6,YFL,0,8,14,2.7340830068207604,1.8882031722789308,1576
64,6,YFH,0,8,13,2.5663303909456645,1.892294177194174,1601
65,7,OML,1,9,12,2.4416619156555375,2.037975642661648,9261
66,7,OMH,1,9,11,2.498762046107565,2.1035750829627795,5212
67,7,OFL,0,9,12,2.3623118911460104,2.1503233863806757,3103
68,7,OFH,0,9,11,2.4713942347412496,2.2103502928996526,3394
69,7,YML,0,9,13,2.6076090021876297,1.802508889078716,5282
70,7,YMH,0,9,11,2.5949404679764525,1.8928007223390293,2378
71,7,YFL,0,9,11,2.4148210545725153,2.039705492999992,1210
72,7,YFH,0,9,12,2.3677912367957843,2.10616222447124,1312
73,8,OML,1,10,19,2.0504761144,1.7460417099,520
74,8,OMH,1,10,19,2.0504761144,1.7460417099,520
75,8,OFL,0,10,13,2.547438609807868,1.8561511131294086,1176
76,8,OFH,0,10,15,2.2868104822711617,2.071578852370254,242
77,8,YML,0,10,14,2.428132295351011,1.675598909077392,3546
78,8,YMH,0,10,14,2.428132295351011,1.675598909077392,3546
79,8,YFL,0,10,16,2.5415524151896975,1.9622487123149785,4566
80,8,YFH,0,10,13,2.49923861230784,1.885010488546912,3123
81,9,OML,0,11,17,2.3335033922703596,2.114171747809757,968
82,9,OMH,0,11,20,2.609630634071654,2.0445126074992412,924
83,9,OFL,0,11,15,2.2420383584743444,2.4919129225552137,504
84,9,OFH,0,11,17,2.5608009265217606,2.383845993365215,747
85,9,YML,0,11,16,2.5168503348223363,1.8315913131157595,1055
86,9,YMH,1,11,15,2.2476873652430642,1.9941071283592402,1441
87,9,YFL,0,11,14,2.1896099978901225,2.272449997397585,1192
88,9,YFH,0,11,14,2.1572296484822004,2.142916267964058,1501
89,10,OML,0,0,0,0.0,0.0,0
90,10,OMH,0,12,16,2.368909268015347,2.1359797146896464,1254
91,10,OFL,1,12,15,2.3209670152029847,2.1695900382560462,3579
92,10,OFH,0,12,15,2.3158688284834783,2.156062770629581,1556
93,10,YML,0,12,14,2.681348435893025,2.235335292189537,564
94,10,YMH,0,12,17,2.358100909592462,2.110487513656719,2022
95,10,YFL,1,12,14,2.2646028224128583,2.0946854862803748,1659
96,10,YFH,0,12,17,2.2425726364850567,2.1106994540966757,1760
97,11,OML,1,13,15,2.9853869361063436,2.015189685485461,2041
98,11,OMH,1,13,16,2.953896513320612,2.113553152371093,2824
99,11,OFL,1,13,16,2.7449631947482533,1.6865247833785344,2393
100,11,OFH,1,13,15,2.978149567,1.5643318992,1298
101,11,YML,0,13,16,2.55694811654636,2.3253465621815486,3636
102,11,YMH,0,13,17,2.9405539040366317,2.1770290690068004,1640
103,11,YFL,0,13,16,2.299201608469425,2.106257891185076,2505
104,11,YFH,0,0,0,0.0,0.0,0
105,12,OML,1,14,18,2.1797675413953055,2.2386015540721176,3302
106,12,OMH,1,14,20,2.1619075437128843,2.3616600225169395,1373
107,12,OFL,1,14,18,2.319191933640947,2.0673672181145224,6311
108,12,OFH,1,14,19,2.318975731724898,2.104374407866492,4551
109,12,YML,0,14,16,2.479429128895305,2.2228304183721175,3135
110,12,YMH,0,0,0,0.0,0.0,0
111,12,YFL,0,14,17,2.4690227273909464,2.0594816502645226,6144
112,12,YFH,0,14,18,2.4117834638884736,1.9622597742129901,3226
113,13,OML,0,15,18,2.313092321849677,2.140458423254681,1297
114,13,OMH,0,15,19,2.2739187579681084,2.2178780222931933,913
115,13,OFL,0,15,24,2.74140615287448,2.099676812962939,1404
