cid,sim,day,budget,start,end,vidCoeff,mobCoeff,reach,demand,OML,OMH,OFL,OFH,YML,YMH,YFL,YFH,completion_percentage,profit,revenue,budgetMillis,tartgetedImps,other,cost,ERR,decision
2077490113,117,0,3.332,2,4,2.366893464570073,1.6414552091418915,9158,,0,0,0,0,1,0,1,0,0.34526664416735053,??,0.3666697624124569,3332,3161.9519272845964,0.0,3.4321954055721275,0.11004494670241804,
1529837419,118,0,0.527,2,4,2.93901424157047,2.4820804701685755,2692,,1,0,0,0,0,0,0,0,0.792843556231917,??,0.36368982157963115,527,2134.3348533763206,0.0,0.6950000000000004,0.6901135134338352,
2033509671,118,0,10.49,1,5,2.4675844386,1.8400132167,10490,,1,0,1,0,0,0,0,0,1.4032498932876698,??,12.668124174807515,10490,14720.091380587655,0.0,19.4133486265554,1.2076381482180663,
1187989270,118,0,9.077,1,5,2.9887813335835904,2.1044476091544904,9077,,1,0,0,0,1,0,0,0,1.5624403496055337,??,11.258250970175558,9077,14182.27105336943,0.0,4.834853524424867,1.2403052737882074,
386723551,118,0,3.037,1,5,2.2116604706364424,2.12022456344926,3037,,0,1,0,1,0,0,0,0,1.6636141158008446,??,3.8132062328209555,3037,5052.396069687165,0.0,2.3495840719868246,1.2555832179193136,
281926404,118,0,6.507,1,5,2.2587060729729815,2.3358400988988293,6507,,1,1,0,0,0,0,0,0,1.2576405610946506,??,7.564440703841049,6507,8183.467131042892,0.0,6.5752081144382,1.1625081764009604,
459892587,118,0,5.59,1,5,2.140981045365532,2.175716975153401,5590,,0,0,0,0,0,0,1,1,2.000355786801192,??,7.207777926342008,5590,11181.988848218663,0.0,5.962933701892014,1.2894057113313073,
424670352,118,0,1.657,1,5,2.7689491014154815,2.1605832814752106,1657,,0,0,0,1,0,0,0,1,0.14844072060919591,??,0.056774796495046846,1657,245.96627404943763,0.0,0.0,0.03426360681656418,
982061891,118,0,3.037,1,5,2.515597247219184,1.721472354035417,3037,,0,1,0,1,0,0,0,0,1.2085610632021775,??,3.4684906313884993,3037,3670.399948945013,0.0,6.079119501467954,1.1420779161634835,
245063240,118,0,10.952,1,5,2.3706739790504026,1.5553872826388195,10952,,0,0,1,0,0,0,1,0,1.3862812708239887,??,13.178562128513587,10952,15182.552478064325,0.0,5.4188948704360484,1.2033018744077417,
1438626519,118,1,0.985,3,7,2.8873772907187707,2.0500480227877387,3037,,0,1,0,1,0,0,0,0,1.7544524883678638,??,1.2478269077128523,985,5328.272207173202,0.0,1.473317507749169,1.2668293479318298,
1833475304,118,2,2.256,4,8,2.9013056762435143,2.410690854905925,15264,,0,0,0,0,1,0,1,0,1.6661545292941164,??,2.833369551810245,2256,25432.182735145394,0.0,3.886189457057953,1.2559262197740448,
366723262,118,3,0.587,5,9,2.8631256322982552,2.499611737143881,773,,0,0,0,0,0,1,0,1,2.001125170016061,??,0.7569147360354285,587,1546.869756422415,0.0,0.0,1.289462923399367,
1163915067,118,5,2.73,7,9,2.882636601853143,1.6098164422339059,3354,,0,0,0,0,0,0,1,1,2.001672326401624,??,3.5203447436140434,2730,6713.608982751048,0.0,0.0,1.2895035690893932,
1696061937,118,6,1.047,8,10,2.616395651267847,2.4561712808181086,4406,,0,0,0,0,1,0,0,0,1.558414461253566,??,1.2978865612952155,1047,6866.374116283212,0.0,1.589182057655182,1.2396242228225556,
1502618065,118,4,0.75,6,15,2.731681570205163,2.189611784662598,5206,,1,1,0,0,0,0,0,0,1.5786707761441714,??,0.9322417168198485,750,8218.560060606556,0.0,0.0,1.242988955759798,
36579406,118,9,1.662,11,15,2.365939434163143,2.1036799154130366,2353,,0,0,0,0,1,1,0,0,1.0002155755828144,??,1.6622935182428995,1662,2353.507249346362,0.0,0.0,1.0001766054409744,
426432094,118,10,0.725,12,16,2.721283900629995,2.176601956265709,1980,,0,0,0,0,0,0,1,0,2.0025901492906937,??,0.9349394627472201,725,3965.128495595574,0.0,0.0,1.2895716727547863,
1847909476,118,12,2.595,14,18,2.9334025272289317,1.5565234108690444,6507,,1,1,0,0,0,0,0,0,1.3615482086679431,??,3.1051920344355297,2595,8859.594193802306,0.0,7.2803123550632405,1.1966057936167744,
869836817,118,7,7.099,9,18,2.0769290688119844,2.4139432199780577,10822,,1,1,1,1,0,0,0,0,1.4062493343600788,??,8.578318561942558,7099,15218.430296444772,0.0,0.08451071655835984,1.2083840769041496,
1595906726,118,8,10.645,10,19,2.318733762653108,1.932095019554695,33568,,1,0,1,0,0,0,0,0,1.2596231258381592,??,12.382969985655675,10645,42283.02908813533,0.0,23.917059532459835,1.1632663208694858,
1560469008,118,11,1.174,13,22,2.771371383136264,1.5491595581567226,3976,,0,1,0,1,0,1,0,1,1.705064789707911,??,1.4803731548134982,1174,6779.337603878654,0.0,0.6697849443774948,1.2609652085293852,
1859252686,118,17,1.885,19,23,2.1158501655933364,2.18246780490987,9412,,0,0,0,0,1,1,0,0,0.9466321045587678,??,1.7725770010719848,1885,8909.701368107122,0.0,5.659821549082135,0.9403591517623261,
1032923963,118,13,10.317,15,24,2.172371636745776,2.169006587279133,21905,,0,0,1,0,0,0,1,0,0.6542218145652122,??,4.373184670219492,10317,14330.728848050974,0.0,0.0,0.42388142582334903,
721147524,118,19,2.0,21,25,2.2004993682639324,1.7702929322460879,4381,,0,0,1,0,0,0,1,0,1.00016483225758,??,2.00025180306892,2000,4381.722130120458,0.0,0.0,1.00012590153446,
1341454962,118,14,1.722,16,25,2.316995956600212,1.9946690440633223,9912,,1,1,0,0,1,1,0,0,1.3542867151036553,??,2.057014428848024,1722,13423.689920107432,0.0,4.642971690388162,1.1945496102485622,
209488266,118,20,9.02,22,26,2.0504636839460177,1.7088597324088313,9077,,1,0,0,0,1,0,0,0,1.3323406377596818,??,10.716369549062922,9020,12093.655968944631,0.0,3.4644751310524278,1.1880675775014327,
1567846203,118,22,2.432,24,26,2.9394265624980687,1.5908400800216906,9158,,0,0,0,0,1,0,1,0,1.4035901122472347,??,2.937182483857065,2432,12854.078247960177,0.0,4.868633972710391,1.2077230607964906,
1054656539,118,15,0.965,17,26,2.8188222191176213,1.5670395654867124,3672,,0,0,0,0,1,0,0,0,1.583941585930937,??,1.2003053086363795,965,5816.2335035384,0.0,0.9657304460624736,1.2438396980687871,
1995724537,118,21,6.712,23,27,2.2069545500101015,2.0930683530084053,18356,,0,0,0,0,1,1,1,1,1.2336361946192278,??,7.738471695019029,6712,22644.625988430547,0.0,15.170155027743466,1.1529308246452665,
1760783112,118,16,0.315,18,27,2.7207356752949963,2.16339572996369,1326,,0,0,0,1,0,0,0,1,2.001804507791544,??,0.4061967156684513,315,2654.3927773315872,0.0,0.0,1.2895133830744485,
55597390,118,18,1.839,20,29,2.516464934802468,1.9868261223195662,2650,,0,1,0,0,0,1,0,0,1.000246954981461,??,1.8393824296189767,1839,2650.6544307008717,0.0,0.0,1.0002079552033587,
586384444,118,23,0.428,25,29,2.279203677500679,2.253437091772021,640,,0,0,0,0,0,0,0,1,2.004065045684094,??,0.5519834295169758,428,1282.6016292378201,0.0,0.0,1.289680910086392,
2126717400,118,24,0.372,26,30,2.3238593009779764,2.0976822750189053,1215,,0,1,0,1,0,0,0,0,1.5766465721404488,??,0.4622693602126776,372,1915.6255851506453,0.0,0.3743708074036078,1.2426595704641872,
1407365912,118,27,0.291,29,31,2.5290059610191507,1.8310076276916831,614,,0,0,0,0,0,0,0,1,2.0057233483215167,??,0.3753327995617214,291,1231.5141358694113,0.0,0.0,1.289803434920005,
1114989818,118,26,1.722,28,32,2.041867765089307,2.398997064124047,5411,,1,1,1,1,0,0,0,0,2.000418462556636,??,2.2203646649009308,1722,10824.264300893956,0.0,0.6776093045613141,1.2894103745069285,
1177294466,118,29,0.821,31,35,2.8232390072767455,2.3767918947338815,1017,,0,0,0,1,0,0,0,0,1.349997599777133,??,0.9797115300389362,821,1372.9475589733443,0.0,0.0,1.1933148965151477,
1414430803,118,25,1.052,27,36,2.8678865381366183,1.602593455753696,2650,,0,1,0,0,0,1,0,0,1.5375112981116141,??,1.3002564972989006,1052,4074.4049399957776,0.0,0.7268724018611858,1.2359852635921107,
99143747,118,31,5.055,33,37,2.3522266288868,1.6007370948941784,21644,,1,1,1,1,0,0,0,0,0.0,??,0.0,5055,0.0,0.0,0.0,0.0,
53286491,118,28,6.412,30,39,2.4901353222540954,2.1962146566634324,18155,,1,0,0,0,1,0,0,0,0.4404539409547463,??,1.0906351919887816,6412,7996.44129803342,0.0,0.0,0.17009282470193102,
568575487,118,34,2.49,36,40,2.5218029583362056,2.3517252343466875,4589,,0,0,0,0,1,1,1,1,2.0011076859823413,??,3.2107594438234197,2490,9183.083170972965,0.0,0.0,1.2894616240254697,
1814548755,118,36,0.33,38,40,2.332285288525163,2.2595413399489708,1212,,0,1,0,0,0,0,0,0,0.0,??,0.0,330,0.0,0.0,0.0,0.0,
996650725,118,35,3.67,37,41,2.18143129450587,2.0745337317169583,10412,,1,1,0,0,0,0,0,0,1.1649068777331555,??,4.113324447426117,3670,12129.010410957615,0.0,1.087840220557882,1.120796852159705,
1489053038,118,30,5.222,32,41,2.216766246637993,2.441234765052358,14040,,0,0,1,1,0,0,0,0,1.1028027203953408,??,5.661081612806682,5222,15483.350194350585,0.0,4.328421108819826,1.0840830357730145,
1955358350,118,32,12.928,34,43,2.547497041961268,1.9494049500678947,19208,,0,0,1,0,0,0,0,0,0.43741260618838096,??,2.1695108452996656,12928,8401.821339666421,0.0,4.863736282535174,0.16781488592973898,
1136194955,118,37,4.565,39,43,2.9980705034328166,1.5619570004286314,14524,,1,0,0,0,1,0,0,0,1.399429339068254,??,5.508490645204154,4565,20325.31172062732,0.0,2.9323506005132156,1.2066792212933524,
1855273138,118,33,3.264,35,44,2.9282617415346714,1.6864343616687425,5616,,0,0,1,1,0,0,0,0,1.7490883983525698,??,4.132938855021378,3264,9822.880445148032,0.0,1.1243129140978103,1.2662190119550791,
1635708347,118,39,2.928,41,45,2.3502988778992093,2.3540355388892946,4970,,0,1,0,1,0,1,0,1,1.5764783571894398,??,3.6384268791021586,2928,7835.097435231516,0.0,0.0,1.2426321308409012,
747767524,118,40,2.591,42,46,2.8967167509815033,2.4767937791650874,12610,,0,0,1,1,0,0,1,1,1.8450586203545787,??,3.3068336930512343,2591,23266.189202671238,0.0,0.9809622523905838,1.2762769946164547,
139516012,118,41,0.041,43,47,2.721753172801959,2.198719998733129,256,,0,0,0,0,0,0,0,1,2.018867981576203,??,0.05292131056180159,41,516.830203283508,0.0,0.02112287698237381,1.2907636722390632,
2101092670,118,44,3.481,46,48,2.7415485501348935,2.262753890568739,7434,,1,1,0,0,1,1,0,0,2.000895257281554,??,4.488560948149195,3481,14874.655342631075,0.0,1.6805143598140369,1.28944583399862,
1572371950,118,42,0.174,44,48,2.6350860309800113,1.75798825867202,517,,0,0,0,0,0,1,0,0,2.002932100492159,??,0.22438988170867763,174,1035.5158959544463,0.0,0.0,1.2895970213142394,
894012568,118,38,4.744,40,49,2.27742564124892,2.0204400942300724,16024,,1,0,1,0,1,0,1,0,1.8479450620487121,??,6.055969730340597,4744,29611.471674268563,0.0,4.347855771212467,1.2765534844731445,
1939686734,118,45,2.147,47,51,2.9845845324630442,1.971981749694125,9412,,0,0,0,0,1,1,0,0,1.384628216501706,??,2.582558820260369,2147,13032.120773714058,0.0,4.175098133812696,1.2028685702190822,
335503407,118,49,0.723,51,53,2.379569262933909,2.0115089822355054,2973,,1,1,0,0,1,1,0,0,1.9327205844272923,??,0.9284012563131058,723,5745.97829750234,0.0,1.529816061240548,1.2840957901979333,
1513683336,118,47,0.276,49,53,2.7881625245134085,2.447928063468304,808,,0,1,0,0,0,0,0,0,2.0074906387748364,??,0.35602169246491033,276,1622.0524361300677,0.0,0.0,1.2899336683511242,
236965550,118,43,9.794,45,54,2.2221006109103905,1.8402117334389283,14360,,1,0,0,0,0,0,0,0,0.12345812092535423,??,0.26945121420185836,9794,1772.8586164880867,0.0,0.0,0.027511865856836668,
994600610,118,46,0.424,48,57,2.5406693239673253,1.6475231869643037,4472,,0,0,0,0,0,0,1,1,2.0004637069274382,??,0.5467114259630914,424,8946.073697379505,0.0,0.0,1.2894137404789892,
1997308400,118,50,1.234,53,57,2.077344180968044,1.7865062528761824,5044,,0,0,1,1,0,0,1,1,1.000622090825953,??,1.2347187132821493,1234,5047.137826126108,0.0,0.0,1.0005824256743512,
891569526,118,53,0.4,56,58,2.5137941307657115,1.6330439402774557,1192,,0,1,0,1,0,1,0,1,2.001976869552784,??,0.51581047091808,400,2386.3564285069187,0.0,0.0,1.2895261772951998,
117237129,118,52,0.958,54,58,2.149156894483981,1.511465433404545,1836,,0,0,0,0,1,0,0,0,1.6522084509889834,??,1.2013520678574976,958,3033.4547160157736,0.0,1.9179783454614707,1.2540209476591833,
1878859758,118,48,6.656,50,59,2.1045641927121617,2.218055916694522,17888,,0,0,0,0,0,0,1,1,0.24780925438257087,??,0.4431761857695561,6656,4432.811942395428,0.0,0.0,0.06658296060239725,
132233982,120,0,1.437,2,4,2.4697530407811334,1.554271126604287,5446,,1,0,0,0,1,0,0,0,1.497633935538316,??,1.7653952710633598,1437,8156.114412941668,0.0,0.0,1.2285283723475016,
890430959,120,0,6.507,1,5,2.758486464509235,2.486083766350106,6507,,1,1,0,0,0,0,0,0,1.0004159523301457,??,6.5094513420712845,6507,6509.706601812259,0.0,1.9570817680073942,1.0003767238468242,
1658929231,120,0,1.932,1,5,2.783615924621822,1.6169376458557252,1932,,0,0,0,0,0,1,0,1,1.4732113020066182,??,2.3639827337827906,1932,2846.2442354767863,0.0,0.0347266952054693,1.2235935475066204,
1910745226,120,0,3.037,1,5,2.635625550438337,2.23787809650448,3037,,0,1,0,1,0,0,0,0,1.2270429938552898,??,3.4930514132998165,3037,3726.529572338515,0.0,2.388928081742359,1.1501651015145922,
384255904,120,0,9.077,1,5,2.8260724648592612,1.9829565124547879,9077,,1,0,0,0,1,0,0,0,0.0,??,0.0,9077,0.0,0.0,0.0,0.0,
247584252,120,0,10.952,1,5,2.713710545278504,1.6715771965354072,10952,,0,0,1,0,0,0,1,0,1.6572419401887348,??,13.741637995600543,10952,18150.113728947024,0.0,21.21394694404065,1.2547149375091804,
1911407848,120,0,7.02,1,5,2.256041755256334,2.1791392949521704,7020,,0,0,1,1,0,0,0,0,1.6636812764864177,??,8.814258008107783,7020,11679.042560934653,0.0,6.832990171946739,1.2555923088472627,
1194468149,120,0,3.312,1,5,2.0598804746960364,1.6622253505775981,3312,,0,1,0,0,0,1,0,0,1.3128125079348996,??,3.9145785708215772,3312,4348.035026280388,0.0,3.093480543979166,1.1819379742818772,
1493317682,120,0,7.02,1,5,2.5456464279310365,1.5735367387928463,7020,,0,0,1,1,0,0,0,0,1.4306386005293825,??,8.523913408662418,7020,10043.082975716265,0.0,17.824543899833255,1.214232679296641,
682699557,120,3,2.059,5,7,2.150452766841075,2.137477483112741,11894,,1,1,0,0,1,1,0,0,1.1827439647557698,??,2.326439926748821,2059,14067.556716805128,0.0,2.16163743553597,1.1298882597128803,
886262511,120,1,2.533,3,7,2.7022911102449747,1.5155667070923053,10490,,1,0,1,0,0,0,0,0,0.8593595560346057,??,2.0577550103287305,2533,9014.681742803014,0.0,5.8745064279243655,0.8123786065253575,
885992134,120,5,0.291,7,9,2.1835145841853327,1.692598828791807,1684,,0,0,1,1,0,0,0,0,2.001361384796741,??,0.3752388181979619,291,3370.2925719977115,0.0,0.14545859797254565,1.2894804749070856,
2126124612,120,7,1.613,9,11,2.740388870164165,2.059089432023132,3354,,0,0,0,0,0,0,1,1,1.90205319876407,??,2.067044106479884,1613,6379.486428654691,0.0,0.0,1.2814904565901328,
83734272,120,6,0.269,8,12,2.0001324181693496,1.604153333167694,2353,,0,0,0,0,1,1,0,0,1.9738576211112937,??,0.3463086842384804,269,4644.486982474874,0.0,0.0,1.2873928782099642,
1825508229,120,2,1.334,4,13,2.7274639114248598,1.5567115995099887,4136,,0,0,0,0,0,1,0,0,0.8620948264118279,??,1.0898676503912983,1334,3565.62420203932,0.0,1.0418242316505704,0.8169922416726374,
1999508694,120,4,1.92,6,15,2.6179416349954354,2.065373592899892,2430,,0,1,0,1,0,0,0,0,1.8682552648047388,??,2.4546438316745265,1920,4539.860293475515,0.0,0.5016562752498962,1.2784603289971492,
1753292697,120,11,0.286,13,15,2.877810157554565,1.6741604133993526,1591,,0,0,0,1,0,0,0,1,0.9937608781882151,??,0.28418155615004426,286,1581.0735571974503,0.0,0.0,0.9936418047204346,
1133297974,120,9,0.108,11,15,2.946077601458916,2.4410616221994106,407,,0,0,0,1,0,0,0,0,2.0093244863383695,??,0.1393273907258186,108,817.7950659397163,0.0,0.0,1.2900684326464684,
230565559,120,10,0.374,12,16,2.415759184769003,2.426515855535623,1325,,0,1,0,0,0,1,0,0,2.004450304663336,??,0.48235131677732374,374,2655.8966536789203,0.0,0.0,1.2897094031479244,
751670132,120,14,0.527,16,18,2.6158127355122143,2.4642862363565534,3601,,0,0,1,0,0,0,0,0,1.0002429888590767,??,0.5271075043366519,527,3601.8750028815352,0.0,0.0,1.0002039930486752,
1490249917,120,12,0.558,14,18,2.2010262234187503,2.094033618702881,2401,,0,0,1,0,0,0,0,0,2.001076550485059,??,0.7195182949904271,558,4804.584797714627,0.0,0.0,1.2894593100186864,
1804275511,120,15,0.221,17,19,2.6494398051406964,2.2371230128642208,1440,,0,0,1,0,0,0,0,0,2.0018886983223942,??,0.284983838864045,221,2882.7197255842475,0.0,0.0,1.289519632868982,
827099451,120,8,2.604,10,19,2.3957076425424813,1.767283508454588,8975,,1,0,0,0,0,0,0,0,0.312762283012497,??,0.24454980070806054,2604,2807.04149003716,0.0,0.0,0.09391313391246564,
1717779314,120,16,8.749,18,22,2.06396228421386,1.8326855517222032,9540,,0,0,0,0,1,0,1,0,1.6164886390420052,??,10.926451223712549,8749,15421.30161646073,0.0,3.721791313173971,1.2488800118542174,
896533435,120,13,3.816,15,24,2.341592001065902,1.6206293191184715,4472,,0,0,0,0,0,0,1,1,1.9935487250818942,??,4.9184292375931635,3816,8915.149898566231,0.0,0.0,1.2888965507319612,
1685174866,120,18,3.162,20,24,2.9055821541318183,2.104854431398389,3631,,1,0,0,0,1,0,0,0,1.6424683246151413,??,3.9609021894213226,3162,5963.802486677578,0.0,5.798198318180402,1.252657238906174,
1976620504,120,19,1.303,21,25,2.1280030919847324,1.6414939976934615,2020,,0,1,0,0,0,0,0,0,1.1799964252872268,??,1.470468229444204,1303,2383.592779080198,0.0,0.23948227589176813,1.1285251185297038,
905996408,120,22,1.065,24,26,2.9446878288045526,2.4563998548438297,1192,,0,1,0,1,0,1,0,1,2.0015581963764393,??,1.3733122748327629,1065,2385.8573700807156,0.0,0.09690122996934847,1.2894950937396834,
973785149,120,20,5.992,22,26,2.43725172471083,1.585036325057576,10412,,1,1,0,0,0,0,0,0,1.054523452757545,??,6.2847502997936076,5992,10979.69819011156,0.0,0.5474040818884917,1.0488568591110827,
813962118,120,21,0.909,23,27,2.9091337806464503,2.3627893867968437,1836,,0,0,0,0,1,0,0,0,1.4178112458580798,??,1.1009843313197651,909,2603.1014473954347,0.0,0.9133230216388952,1.2112038848402256,
1332130770,120,17,0.127,19,28,2.7166833038464784,1.9643573968351773,814,,0,0,0,1,0,0,0,0,2.002773899736065,??,0.1637773325521832,127,1630.257954385157,0.0,0.0,1.289585295686482,
331037660,120,24,0.289,26,28,2.180624563129172,1.5512175593091528,1855,,0,0,0,0,0,1,0,1,1.5662527990703206,??,0.3586329625257615,289,2905.398942275445,0.0,0.4958878228177048,1.2409445070095555,
649555782,120,25,4.035,27,31,2.397598755902717,1.920205193573918,9604,,0,0,1,0,0,0,0,0,1.296357501760291,??,4.747122437660921,4035,12450.217446905835,0.0,0.0,1.176486353819311,
1818669706,120,26,1.997,28,32,2.794221747011529,1.5390533269608384,5044,,0,0,1,1,0,0,1,1,1.0001766212991579,??,1.9972749516638475,1997,5044.890877832952,0.0,1.3788149085124244,1.0001376823554569,
2109917014,120,28,0.504,30,34,2.3207485639791563,2.341821974561709,1024,,0,0,0,0,0,0,0,1,1.3810599223499969,??,0.6057709379599392,504,1414.2053604863968,0.0,0.37573700882084815,1.2019264642062286,
1655860923,120,23,2.492,25,34,2.7690592818402555,2.0392285868540814,11180,,0,0,0,0,0,0,1,1,1.2609400771347061,??,2.9001080370373296,2492,14097.310062366016,0.0,3.8754181603041093,1.1637672700791852,
2143381565,122,0,9.54,1,5,2.427590768290549,2.087133462696606,9540,,0,0,0,0,1,0,1,0,1.3198749513349788,??,11.297229793978074,9540,12591.607035735697,0.0,12.589595849779299,1.184195995175899,
1305253437,122,0,9.54,1,5,2.552049220671457,1.8724766788110916,9540,,0,0,0,0,1,0,1,0,1.4933164382119832,??,11.712042159291157,9540,14246.23882054232,0.0,15.850656340676029,1.2276773751877523,
1577784884,122,0,1.932,1,5,2.4112863971219616,1.9669154487456384,1932,,0,0,0,0,0,1,0,1,0.8984823899731509,??,1.6899002126734037,1932,1735.8679774281275,0.0,0.045658936959660286,0.8746895510731904,
1216645702,122,0,6.507,1,5,2.643969249821908,1.6633548718730449,6507,,1,1,0,0,0,0,0,0,1.5483104438676685,??,8.054931475342899,6507,10074.856058246918,0.0,8.968957294424117,1.2378871177720763,
458712851,122,0,9.077,1,5,2.9911120228790815,1.8125916453641038,9077,,1,0,0,0,1,0,0,0,0.5299700121867943,??,2.2812260688395587,9077,4810.5378006195315,0.0,1.691958174792913,0.25131938623328837,
