index,cid,sim,day,budget,start,end,vidCoeff,mobCoeff,reach,demand,OML,OMH,OFL,OFH,YML,YMH,YFL,YFH,completion_percentage,profit,revenue,budgetMillis,tartgetedImps,other,cost,ERR,decision
1,2077490113,117,0,3.332,2,4,2.366893464570073,1.6414552091418917,9158,0.13332750989983694,0,0,0,0,1,0,1,0,0.3452666441673505,-3.0655256431596705,0.3666697624124569,3332,3161.9519272845964,0.0,3.4321954055721275,0.11004494670241803,-1.0
2,1529837419,118,0,0.527,2,4,2.9390142415704705,2.4820804701685755,2692,0.6666137305519978,1,0,0,0,0,0,0,0,0.792843556231917,-0.33131017842036925,0.3636898215796312,527,2134.334853376321,0.0,0.6950000000000004,0.6901135134338352,-1.0
3,2033509671,118,0,10.49,1,5,2.4675844386000003,1.8400132167,10490,0.12765481789835592,1,0,1,0,0,0,0,0,1.4032498932876698,-6.745224451747887,12.668124174807515,10490,14720.091380587657,0.0,19.413348626555397,1.2076381482180665,-1.0
4,1187989270,118,0,9.077,1,5,2.9887813335835904,2.1044476091544904,9077,0.09641030016564343,1,0,0,0,1,0,0,0,1.5624403496055337,6.423397445750692,11.258250970175558,9077,14182.271053369432,0.0,4.834853524424867,1.2403052737882074,1.0
5,386723551,118,0,3.037,1,5,2.2116604706364424,2.12022456344926,3037,0.17644028192670191,0,1,0,1,0,0,0,0,1.6636141158008446,1.4636221608341309,3.813206232820956,3037,5052.3960696871645,0.0,2.3495840719868246,1.2555832179193136,1.0
6,281926404,118,0,6.5070000000000014,1,5,2.258706072972981,2.3358400988988293,6507,0.17645276852986114,1,1,0,0,0,0,0,0,1.2576405610946506,0.9892325894028486,7.564440703841049,6507,8183.467131042892,0.0,6.5752081144382,1.1625081764009604,1.0
7,459892587,118,0,5.59,1,5,2.140981045365532,2.1757169751534007,5590,0.11179135931025348,0,0,0,0,0,0,1,1,2.000355786801192,1.2448442244499929,7.207777926342008,5590,11181.988848218665,0.0,5.9629337018920126,1.289405711331307,1.0
8,424670352,118,0,1.6569999999999998,1,5,2.768949101415481,2.1605832814752106,1657,0.13041289058120992,0,0,0,1,0,0,0,1,0.14844072060919591,0.05677479649504685,0.05677479649504685,1657,245.96627404943763,0.0,0.0,0.03426360681656418,-1.0
9,982061891,118,0,3.037,1,5,2.515597247219184,1.721472354035417,3037,0.17644028192670191,0,1,0,1,0,0,0,0,1.2085610632021777,-2.6106288700794544,3.4684906313885,3037,3670.399948945013,0.0,6.079119501467954,1.1420779161634835,-1.0
10,245063240,118,0,10.952,1,5,2.3706739790504026,1.5553872826388195,10952,0.10975372807203299,0,0,1,0,0,0,1,0,1.3862812708239889,7.759667258077536,13.178562128513589,10952,15182.552478064325,0.0,5.418894870436048,1.2033018744077415,1.0
11,1438626519,118,1,0.985,3,7,2.8873772907187707,2.0500480227877387,3037,0.10143376861761362,0,1,0,1,0,0,0,0,1.7544524883678638,-0.2254906000363166,1.2478269077128523,985,5328.272207173202,0.0,1.473317507749169,1.2668293479318298,-1.0
12,1833475304,118,2,2.256,4,8,2.9013056762435143,2.410690854905925,15264,0.11678001201606299,0,0,0,0,1,0,1,0,1.6661545292941164,-1.0528199052477083,2.833369551810245,2256,25432.182735145394,0.0,3.8861894570579527,1.2559262197740448,-1.0
13,366723262,118,3,0.5870000000000001,5,9,2.8631256322982552,2.499611737143881,773,0.028474491335184413,0,0,0,0,0,1,0,1,2.0011251700160613,0.7569147360354285,0.7569147360354285,587,1546.8697564224149,0.0,0.0,1.2894629233993669,1.0
