index,day,segment,game,start,end,vidCoeff,mobCoeff,reach
1,-1,OML,0,0,0,0,0,0
2,-1,OMH,0,0,0,0,0,0
3,-1,OFL,0,0,0,0,0,0
4,-1,OFH,0,0,0,0,0,0
5,-1,YML,0,0,0,0,0,0
6,-1,YMH,0,0,0,0,0,0
7,-1,YFL,1,1,5,2.2823473691751235,2.0772996427000283,5590
8,-1,YFH,1,1,5,2.2823473691751235,2.0772996427000283,5590
9,0,OML,0,0,0,0,0,0
10,0,OMH,0,0,0,0,0,0
11,0,OFL,0,0,0,0,0,0
12,0,OFH,0,0,0,0,0,0
13,0,YML,0,0,0,0,0,0
14,0,YMH,0,0,0,0,0,0
15,0,YFL,1,2,4,2.0539408061085083,1.6170342350832585,2970
16,0,YFH,0,0,0,0,0,0
17,1,OML,1,3,12,2.164080905234144,1.5734446621360387,10822
18,1,OMH,1,3,12,2.164080905234144,1.5734446621360387,10822
19,1,OFL,1,3,12,2.164080905234144,1.5734446621360387,10822
20,1,OFH,1,3,12,2.164080905234144,1.5734446621360387,10822
21,1,YML,0,0,0,0,0,0
22,1,YMH,0,0,0,0,0,0
23,1,YFL,0,0,0,0,0,0
24,1,YFH,0,0,0,0,0,0
25,2,OML,0,0,0,0,0,0
26,2,OMH,0,0,0,0,0,0
27,2,OFL,1,4,8,2.833006369256601,2.074534823762844,6002
28,2,OFH,0,0,0,0,0,0
29,2,YML,0,0,0,0,0,0
30,2,YMH,0,0,0,0,0,0
31,2,YFL,0,0,0,0,0,0
32,2,YFH,0,0,0,0,0,0
33,3,OML,1,5,7,2.6473597653396492,1.762935896950782,6247
34,3,OMH,1,5,7,2.6473597653396492,1.762935896950782,6247
35,3,OFL,0,0,0,0,0,0
36,3,OFH,0,0,0,0,0,0
37,3,YML,0,0,0,0,0,0
38,3,YMH,0,0,0,0,0,0
39,3,YFL,0,0,0,0,0,0
40,3,YFH,0,0,0,0,0,0
41,4,OML,0,0,0,0,0,0
42,4,OMH,0,0,0,0,0,0
43,4,OFL,1,6,8,2.027090197027763,2.272225335446041,12105
44,4,OFH,1,6,8,2.027090197027763,2.272225335446041,12105
45,4,YML,0,0,0,0,0,0
46,4,YMH,0,0,0,0,0,0
47,4,YFL,1,6,8,2.027090197027763,2.272225335446041,12105
48,4,YFH,1,6,8,2.027090197027763,2.272225335446041,12105
49,5,OML,0,0,0,0,0,0
50,5,OMH,1,7,11,2.137636672727691,2.1600543958665424,1215
51,5,OFL,0,0,0,0,0,0
52,5,OFH,1,7,11,2.137636672727691,2.1600543958665424,1215
53,5,YML,0,0,0,0,0,0
54,5,YMH,0,0,0,0,0,0
55,5,YFL,0,0,0,0,0,0
56,5,YFH,0,0,0,0,0,0
57,6,OML,0,0,0,0,0,0
58,6,OMH,0,0,0,0,0,0
59,6,OFL,0,0,0,0,0,0
60,6,OFH,0,0,0,0,0,0
61,6,YML,0,0,0,0,0,0
62,6,YMH,0,0,0,0,0,0
63,6,YFL,0,0,0,0,0,0
64,6,YFH,1,8,12,2.3937024974818444,2.340968169799089,1024
65,7,OML,0,0,0,0,0,0
66,7,OMH,0,0,0,0,0,0
67,7,OFL,0,0,0,0,0,0
68,7,OFH,0,0,0,0,0,0
69,7,YML,0,0,0,0,0,0
70,7,YMH,1,9,11,2.8455365781233883,2.032559353305556,1240
71,7,YFL,0,0,0,0,0,0
72,7,YFH,0,0,0,0,0,0
73,8,OML,1,10,14,2.8832911869287496,1.9489617301339281,2603
74,8,OMH,1,10,14,2.8832911869287496,1.9489617301339281,2603
75,8,OFL,0,0,0,0,0,0
76,8,OFH,0,0,0,0,0,0
77,8,YML,0,0,0,0,0,0
78,8,YMH,0,0,0,0,0,0
79,8,YFL,0,0,0,0,0,0
80,8,YFH,0,0,0,0,0,0
81,9,OML,0,0,0,0,0,0
82,9,OMH,1,11,20,2.6175400741709423,2.4456171539399296,4040
83,9,OFL,0,0,0,0,0,0
84,9,OFH,0,0,0,0,0,0
85,9,YML,0,0,0,0,0,0
86,9,YMH,0,0,0,0,0,0
87,9,YFL,0,0,0,0,0,0
88,9,YFH,0,0,0,0,0,0
89,10,OML,0,0,0,0,0,0
90,10,OMH,0,0,0,0,0,0
91,10,OFL,0,0,0,0,0,0
92,10,OFH,0,0,0,0,0,0
93,10,YML,0,0,0,0,0,0
94,10,YMH,0,0,0,0,0,0
95,10,YFL,1,12,16,2.60331546527089,2.25488503304568,7920
96,10,YFH,0,0,0,0,0,0
97,11,OML,0,0,0,0,0,0
98,11,OMH,0,0,0,0,0,0
99,11,OFL,0,0,0,0,0,0
100,11,OFH,0,0,0,0,0,0
101,11,YML,0,0,0,0,0,0
102,11,YMH,1,13,17,2.854466814615529,2.139217192161711,1932
103,11,YFL,0,0,0,0,0,0
104,11,YFH,1,13,17,2.854466814615529,2.139217192161711,1932
105,12,OML,0,0,0,0,0,0
106,12,OMH,0,0,0,0,0,0
107,12,OFL,0,0,0,0,0,0
108,12,OFH,0,0,0,0,0,0
109,12,YML,0,0,0,0,0,0
110,12,YMH,0,0,0,0,0,0
111,12,YFL,0,0,0,0,0,0
112,12,YFH,1,14,23,2.3409702413858824,2.1348274143006045,512
113,13,OML,1,15,17,2.8399888020287776,1.8538707720269387,2973
114,13,OMH,1,15,17,2.8399888020287776,1.8538707720269387,2973
115,13,OFL,0,0,0,0,0,0
116,13,OFH,0,0,0,0,0,0
117,13,YML,1,15,17,2.8399888020287776,1.8538707720269387,2973
118,13,YMH,1,15,17,2.8399888020287776,1.8538707720269387,2973
119,13,YFL,0,0,0,0,0,0
120,13,YFH,0,0,0,0,0,0
121,14,OML,0,0,0,0,0,0
122,14,OMH,0,0,0,0,0,0
123,14,OFL,0,0,0,0,0,0
124,14,OFH,0,0,0,0,0,0
125,14,YML,0,0,0,0,0,0
126,14,YMH,1,16,18,2.7840917848099993,2.0303020373438088,1240
127,14,YFL,0,0,0,0,0,0
128,14,YFH,0,0,0,0,0,0
129,15,OML,0,0,0,0,0,0
130,15,OMH,0,0,0,0,0,0
131,15,OFL,0,0,0,0,0,0
132,15,OFH,0,0,0,0,0,0
133,15,YML,1,17,19,2.5156474199679857,1.8077744485508158,11013
134,15,YMH,1,17,19,2.5156474199679857,1.8077744485508158,11013
