index,day,segment,game,start,end,vidCoeff,mobCoeff,reach
1,-1,OML,0,0,0,0,0,0
2,-1,OMH,0,0,0,0,0,0
3,-1,OFL,0,0,0,0,0,0
4,-1,OFH,0,0,0,0,0,0
5,-1,YML,0,0,0,0,0,0
6,-1,YMH,1,1,5,2.5806797677939484,2.422620725969516,1932
7,-1,YFL,0,0,0,0,0,0
8,-1,YFH,1,1,5,2.5806797677939484,2.422620725969516,1932
9,0,OML,0,0,0,0,0,0
10,0,OMH,0,0,0,0,0,0
11,0,OFL,0,0,0,0,0,0
12,0,OFH,0,0,0,0,0,0
13,0,YML,0,0,0,0,0,0
14,0,YMH,0,0,0,0,0,0
15,0,YFL,1,2,6,2.8810471951865226,1.6616265004323898,2236
16,0,YFH,1,2,6,2.8810471951865226,1.6616265004323898,2236
17,1,OML,0,0,0,0,0,0
18,1,OMH,1,3,12,2.2543091145067464,1.9319348256903215,6075
19,1,OFL,0,0,0,0,0,0
20,1,OFH,1,3,12,2.2543091145067464,1.9319348256903215,6075
21,1,YML,0,0,0,0,0,0
22,1,YMH,0,0,0,0,0,0
23,1,YFL,0,0,0,0,0,0
24,1,YFH,0,0,0,0,0,0
25,2,OML,1,4,8,2.788789107130886,2.227058418492275,10490
26,2,OMH,0,0,0,0,0,0
27,2,OFL,1,4,8,2.788789107130886,2.227058418492275,10490
28,2,OFH,0,0,0,0,0,0
29,2,YML,0,0,0,0,0,0
30,2,YMH,0,0,0,0,0,0
31,2,YFL,0,0,0,0,0,0
32,2,YFH,0,0,0,0,0,0
33,3,OML,0,0,0,0,0,0
34,3,OMH,1,5,14,2.479785066944535,1.521726171559607,10600
35,3,OFL,0,0,0,0,0,0
36,3,OFH,0,0,0,0,0,0
37,3,YML,0,0,0,0,0,0
38,3,YMH,1,5,14,2.479785066944535,1.521726171559607,10600
39,3,YFL,0,0,0,0,0,0
40,3,YFH,0,0,0,0,0,0
41,4,OML,0,0,0,0,0,0
42,4,OMH,0,0,0,0,0,0
43,4,OFL,0,0,0,0,0,0
44,4,OFH,0,0,0,0,0,0
45,4,YML,0,0,0,0,0,0
46,4,YMH,0,0,0,0,0,0
47,4,YFL,0,0,0,0,0,0
48,4,YFH,1,6,10,2.6060347873406844,2.3321282619881187,1024
49,5,OML,0,0,0,0,0,0
50,5,OMH,0,0,0,0,0,0
51,5,OFL,0,0,0,0,0,0
52,5,OFH,0,0,0,0,0,0
53,5,YML,1,7,9,2.2848405359503348,1.9636767468140848,2753
54,5,YMH,1,7,9,2.2848405359503348,1.9636767468140848,2753
55,5,YFL,1,7,9,2.2848405359503348,1.9636767468140848,2753
56,5,YFH,1,7,9,2.2848405359503348,1.9636767468140848,2753
57,6,OML,0,0,0,0,0,0
58,6,OMH,1,8,17,2.7029394700688076,2.0212164136189097,15904
59,6,OFL,0,0,0,0,0,0
60,6,OFH,1,8,17,2.7029394700688076,2.0212164136189097,15904
61,6,YML,0,0,0,0,0,0
62,6,YMH,1,8,17,2.7029394700688076,2.0212164136189097,15904
63,6,YFL,0,0,0,0,0,0
64,6,YFH,1,8,17,2.7029394700688076,2.0212164136189097,15904
65,7,OML,0,0,0,0,0,0
66,7,OMH,0,0,0,0,0,0
67,7,OFL,1,9,18,2.0063313253195325,2.240917906725123,21905
68,7,OFH,0,0,0,0,0,0
69,7,YML,0,0,0,0,0,0
70,7,YMH,0,0,0,0,0,0
71,7,YFL,1,9,18,2.0063313253195325,2.240917906725123,21905
72,7,YFH,0,0,0,0,0,0
73,8,OML,1,10,12,2.0181999412115315,1.787652947716476,2517
74,8,OMH,0,0,0,0,0,0
75,8,OFL,1,10,12,2.0181999412115315,1.787652947716476,2517
76,8,OFH,0,0,0,0,0,0
77,8,YML,0,0,0,0,0,0
78,8,YMH,0,0,0,0,0,0
79,8,YFL,0,0,0,0,0,0
80,8,YFH,0,0,0,0,0,0
81,9,OML,0,0,0,0,0,0
82,9,OMH,0,0,0,0,0,0
83,9,OFL,0,0,0,0,0,0
84,9,OFH,0,0,0,0,0,0
85,9,YML,0,0,0,0,0,0
86,9,YMH,0,0,0,0,0,0
87,9,YFL,0,0,0,0,0,0
88,9,YFH,1,11,20,2.919342727834967,2.4694839614684985,512
89,10,OML,0,0,0,0,0,0
90,10,OMH,0,0,0,0,0,0
91,10,OFL,0,0,0,0,0,0
92,10,OFH,0,0,0,0,0,0
93,10,YML,1,12,14,2.9638017624865354,1.9299005376274525,2753
94,10,YMH,1,12,14,2.9638017624865354,1.9299005376274525,2753
95,10,YFL,1,12,14,2.9638017624865354,1.9299005376274525,2753
96,10,YFH,1,12,14,2.9638017624865354,1.9299005376274525,2753
97,11,OML,0,0,0,0,0,0
98,11,OMH,0,0,0,0,0,0
99,11,OFL,0,0,0,0,0,0
100,11,OFH,1,13,17,2.930385902570136,1.8311614859504912,663
101,11,YML,0,0,0,0,0,0
102,11,YMH,0,0,0,0,0,0
103,11,YFL,0,0,0,0,0,0
104,11,YFH,1,13,17,2.930385902570136,1.8311614859504912,663
105,12,OML,1,14,23,2.805629009619834,1.9254155285714218,13015
106,12,OMH,1,14,23,2.805629009619834,1.9254155285714218,13015
107,12,OFL,0,0,0,0,0,0
108,12,OFH,0,0,0,0,0,0
109,12,YML,0,0,0,0,0,0
110,12,YMH,0,0,0,0,0,0
111,12,YFL,0,0,0,0,0,0
112,12,YFH,0,0,0,0,0,0
113,13,OML,0,0,0,0,0,0
114,13,OMH,0,0,0,0,0,0
115,13,OFL,0,0,0,0,0,0
116,13,OFH,0,0,0,0,0,0
117,13,YML,0,0,0,0,0,0
118,13,YMH,0,0,0,0,0,0
119,13,YFL,0,0,0,0,0,0
120,13,YFH,1,15,19,2.3564564626492546,2.422784222369591,1024
121,14,OML,0,0,0,0,0,0
122,14,OMH,0,0,0,0,0,0
123,14,OFL,1,16,18,2.5872344210810727,1.670549668430495,10514
124,14,OFH,0,0,0,0,0,0
125,14,YML,0,0,0,0,0,0
126,14,YMH,0,0,0,0,0,0
127,14,YFL,1,16,18,2.5872344210810727,1.670549668430495,10514
128,14,YFH,0,0,0,0,0,0
129,15,OML,0,0,0,0,0,0
130,15,OMH,1,17,21,2.4551017941183444,2.137633516584284,1988
131,15,OFL,0,0,0,0,0,0
