index,day,segment,game,start,end,vidCoeff,mobCoeff,reach
1,-1,OML,1,1,5,2.7787162238690204,2.407008754519069,10490
2,-1,OMH,0,0,0,0,0,0
3,-1,OFL,1,1,5,2.7787162238690204,2.407008754519069,10490
4,-1,OFH,0,0,0,0,0,0
5,-1,YML,0,0,0,0,0,0
6,-1,YMH,0,0,0,0,0,0
7,-1,YFL,0,0,0,0,0,0
8,-1,YFH,0,0,0,0,0,0
9,0,OML,0,0,0,0,0,0
10,0,OMH,0,0,0,0,0,0
11,0,OFL,0,0,0,0,0,0
12,0,OFH,0,0,0,0,0,0
13,0,YML,1,2,11,2.2474978453209005,1.6611152520029746,3672
14,0,YMH,0,0,0,0,0,0
15,0,YFL,0,0,0,0,0,0
16,0,YFH,0,0,0,0,0,0
17,1,OML,0,0,0,0,0,0
18,1,OMH,0,0,0,0,0,0
19,1,OFL,0,0,0,0,0,0
20,1,OFH,0,0,0,0,0,0
21,1,YML,0,0,0,0,0,0
22,1,YMH,0,0,0,0,0,0
23,1,YFL,0,0,0,0,0,0
24,1,YFH,1,3,5,2.222346937952002,2.0778581098500304,384
25,2,OML,0,0,0,0,0,0
26,2,OMH,0,0,0,0,0,0
27,2,OFL,1,4,6,2.880621202203609,2.392017216701433,3026
28,2,OFH,1,4,6,2.880621202203609,2.392017216701433,3026
29,2,YML,0,0,0,0,0,0
30,2,YMH,0,0,0,0,0,0
31,2,YFL,1,4,6,2.880621202203609,2.392017216701433,3026
32,2,YFH,1,4,6,2.880621202203609,2.392017216701433,3026
33,3,OML,0,0,0,0,0,0
34,3,OMH,1,5,7,2.63334653972185,1.7802734823885027,1192
35,3,OFL,0,0,0,0,0,0
36,3,OFH,1,5,7,2.63334653972185,1.7802734823885027,1192
37,3,YML,0,0,0,0,0,0
38,3,YMH,1,5,7,2.63334653972185,1.7802734823885027,1192
39,3,YFL,0,0,0,0,0,0
40,3,YFH,1,5,7,2.63334653972185,1.7802734823885027,1192
41,4,OML,0,0,0,0,0,0
42,4,OMH,1,6,10,2.3117428328236027,1.6156782289702654,7952
43,4,OFL,0,0,0,0,0,0
44,4,OFH,1,6,10,2.3117428328236027,1.6156782289702654,7952
45,4,YML,0,0,0,0,0,0
46,4,YMH,1,6,10,2.3117428328236027,1.6156782289702654,7952
47,4,YFL,0,0,0,0,0,0
