index,day,segment,game,start,end,vidCoeff,mobCoeff,reach
1,-1,OML,0,0,0,0,0,0
2,-1,OMH,0,0,0,0,0,0
3,-1,OFL,1,1,5,2.376698334764099,1.925821822076247,7020
4,-1,OFH,1,1,5,2.376698334764099,1.925821822076247,7020
5,-1,YML,0,0,0,0,0,0
6,-1,YMH,0,0,0,0,0,0
7,-1,YFL,0,0,0,0,0,0
8,-1,YFH,0,0,0,0,0,0
9,0,OML,0,0,0,0,0,0
10,0,OMH,0,0,0,0,0,0
11,0,OFL,0,0,0,0,0,0
12,0,OFH,0,0,0,0,0,0
13,0,YML,0,0,0,0,0,0
14,0,YMH,0,0,0,0,0,0
15,0,YFL,1,2,6,2.5907568284873306,1.8939609973038194,1980
16,0,YFH,0,0,0,0,0,0
17,1,OML,0,0,0,0,0,0
18,1,OMH,0,0,0,0,0,0
19,1,OFL,0,0,0,0,0,0
20,1,OFH,1,3,7,2.6233781263236424,2.402606820609761,407
21,1,YML,0,0,0,0,0,0
22,1,YMH,0,0,0,0,0,0
23,1,YFL,0,0,0,0,0,0
24,1,YFH,0,0,0,0,0,0
25,2,OML,0,0,0,0,0,0
26,2,OMH,0,0,0,0,0,0
27,2,OFL,0,0,0,0,0,0
28,2,OFH,0,0,0,0,0,0
29,2,YML,1,4,8,2.9636736798936623,1.7485773334425914,1836
30,2,YMH,0,0,0,0,0,0
31,2,YFL,0,0,0,0,0,0
32,2,YFH,0,0,0,0,0,0
33,3,OML,1,5,14,2.3680158955042994,1.89438198219278,18155
34,3,OMH,0,0,0,0,0,0
35,3,OFL,0,0,0,0,0,0
36,3,OFH,0,0,0,0,0,0
37,3,YML,1,5,14,2.3680158955042994,1.89438198219278,18155
38,3,YMH,0,0,0,0,0,0
39,3,YFL,0,0,0,0,0,0
40,3,YFH,0,0,0,0,0,0
41,4,OML,1,6,15,2.131503581600284,1.6615832946162006,9912
42,4,OMH,1,6,15,2.131503581600284,1.6615832946162006,9912
43,4,OFL,0,0,0,0,0,0
44,4,OFH,0,0,0,0,0,0
45,4,YML,1,6,15,2.131503581600284,1.6615832946162006,9912
46,4,YMH,1,6,15,2.131503581600284,1.6615832946162006,9912
47,4,YFL,0,0,0,0,0,0
48,4,YFH,0,0,0,0,0,0
49,5,OML,1,7,16,2.043010704597742,1.7582110208661499,8975
50,5,OMH,0,0,0,0,0,0
51,5,OFL,0,0,0,0,0,0
52,5,OFH,0,0,0,0,0,0
53,5,YML,0,0,0,0,0,0
54,5,YMH,0,0,0,0,0,0
55,5,YFL,0,0,0,0,0,0
56,5,YFH,0,0,0,0,0,0
57,6,OML,0,0,0,0,0,0
58,6,OMH,0,0,0,0,0,0
59,6,OFL,1,8,12,2.623275313716997,2.151292650644665,2808
60,6,OFH,1,8,12,2.623275313716997,2.151292650644665,2808
61,6,YML,0,0,0,0,0,0
62,6,YMH,0,0,0,0,0,0
63,6,YFL,0,0,0,0,0,0
64,6,YFH,0,0,0,0,0,0
65,7,OML,0,0,0,0,0,0
66,7,OMH,0,0,0,0,0,0
67,7,OFL,0,0,0,0,0,0
68,7,OFH,0,0,0,0,0,0
69,7,YML,0,0,0,0,0,0
70,7,YMH,1,9,13,2.4370194881979574,2.4342790174569613,1292
71,7,YFL,0,0,0,0,0,0
72,7,YFH,0,0,0,0,0,0
73,8,OML,1,10,12,2.707665817896074,1.696056203224682,2973
74,8,OMH,1,10,12,2.707665817896074,1.696056203224682,2973
75,8,OFL,0,0,0,0,0,0
76,8,OFH,0,0,0,0,0,0
77,8,YML,1,10,12,2.707665817896074,1.696056203224682,2973
78,8,YMH,1,10,12,2.707665817896074,1.696056203224682,2973
79,8,YFL,0,0,0,0,0,0
80,8,YFH,0,0,0,0,0,0
81,9,OML,0,0,0,0,0,0
82,9,OMH,1,11,13,2.6121338876623783,2.2321519912169125,3180
83,9,OFL,0,0,0,0,0,0
84,9,OFH,0,0,0,0,0,0
85,9,YML,0,0,0,0,0,0
86,9,YMH,1,11,13,2.6121338876623783,2.2321519912169125,3180
87,9,YFL,0,0,0,0,0,0
88,9,YFH,0,0,0,0,0,0
89,10,OML,0,0,0,0,0,0
90,10,OMH,0,0,0,0,0,0
91,10,OFL,0,0,0,0,0,0
92,10,OFH,0,0,0,0,0,0
93,10,YML,1,12,14,2.419665235174394,1.58768443012507,5647
94,10,YMH,1,12,14,2.419665235174394,1.58768443012507,5647
95,10,YFL,0,0,0,0,0,0
96,10,YFH,0,0,0,0,0,0
97,11,OML,1,13,17,2.1436525748574655,1.7870164247526343,21644
98,11,OMH,1,13,17,2.1436525748574655,1.7870164247526343,21644
99,11,OFL,1,13,17,2.1436525748574655,1.7870164247526343,21644
100,11,OFH,1,13,17,2.1436525748574655,1.7870164247526343,21644
101,11,YML,0,0,0,0,0,0
102,11,YMH,0,0,0,0,0,0
103,11,YFL,0,0,0,0,0,0
104,11,YFH,0,0,0,0,0,0
105,12,OML,1,14,16,2.080769242887502,2.003737011396942,10070
106,12,OMH,0,0,0,0,0,0
107,12,OFL,1,14,16,2.080769242887502,2.003737011396942,10070
108,12,OFH,0,0,0,0,0,0
109,12,YML,0,0,0,0,0,0
110,12,YMH,0,0,0,0,0,0
111,12,YFL,0,0,0,0,0,0
112,12,YFH,0,0,0,0,0,0
113,13,OML,0,0,0,0,0,0
114,13,OMH,0,0,0,0,0,0
115,13,OFL,0,0,0,0,0,0
116,13,OFH,0,0,0,0,0,0
117,13,YML,1,15,17,2.8033868410827685,1.7504800702370518,5647
118,13,YMH,1,15,17,2.8033868410827685,1.7504800702370518,5647
119,13,YFL,0,0,0,0,0,0
120,13,YFH,0,0,0,0,0,0
121,14,OML,0,0,0,0,0,0
122,14,OMH,0,0,0,0,0,0
123,14,OFL,0,0,0,0,0,0
124,14,OFH,0,0,0,0,0,0
125,14,YML,1,16,18,2.2393722797731916,2.3839591694535267,11013
126,14,YMH,1,16,18,2.2393722797731916,2.3839591694535267,11013
127,14,YFL,1,16,18,2.2393722797731916,2.3839591694535267,11013
128,14,YFH,1,16,18,2.2393722797731916,2.3839591694535267,11013
129,15,OML,0,0,0,0,0,0
130,15,OMH,0,0,0,0,0,0
131,15,OFL,1,17,21,2.939529704091151,1.5423193107246402,4381
