index,day,segment,game,start,end,vidCoeff,mobCoeff,reach
1,-1,OML,0,0,0,0,0,0
2,-1,OMH,0,0,0,0,0,0
3,-1,OFL,0,0,0,0,0,0
4,-1,OFH,0,0,0,0,0,0
5,-1,YML,1,1,5,2.021956725136648,1.9078372406980733,5882
6,-1,YMH,1,1,5,2.021956725136648,1.9078372406980733,5882
7,-1,YFL,0,0,0,0,0,0
8,-1,YFH,0,0,0,0,0,0
9,0,OML,0,0,0,0,0,0
10,0,OMH,0,0,0,0,0,0
11,0,OFL,0,0,0,0,0,0
12,0,OFH,0,0,0,0,0,0
13,0,YML,1,2,11,2.1023054359367093,2.296632706299661,22945
14,0,YMH,1,2,11,2.1023054359367093,2.296632706299661,22945
15,0,YFL,1,2,11,2.1023054359367093,2.296632706299661,22945
16,0,YFH,1,2,11,2.1023054359367093,2.296632706299661,22945
17,1,OML,0,0,0,0,0,0
18,1,OMH,0,0,0,0,0,0
19,1,OFL,0,0,0,0,0,0
20,1,OFH,0,0,0,0,0,0
21,1,YML,0,0,0,0,0,0
22,1,YMH,0,0,0,0,0,0
23,1,YFL,0,0,0,0,0,0
24,1,YFH,1,3,12,2.4401088522067544,1.897180027132162,2048
25,2,OML,0,0,0,0,0,0
26,2,OMH,0,0,0,0,0,0
27,2,OFL,1,4,6,2.0012051878534773,2.008447462025881,5762
28,2,OFH,0,0,0,0,0,0
29,2,YML,0,0,0,0,0,0
30,2,YMH,0,0,0,0,0,0
31,2,YFL,0,0,0,0,0,0
32,2,YFH,0,0,0,0,0,0
33,3,OML,0,0,0,0,0,0
34,3,OMH,1,5,14,2.1516986181700783,1.9650427465902047,1616
35,3,OFL,0,0,0,0,0,0
36,3,OFH,0,0,0,0,0,0
37,3,YML,0,0,0,0,0,0
38,3,YMH,0,0,0,0,0,0
39,3,YFL,0,0,0,0,0,0
40,3,YFH,0,0,0,0,0,0
41,4,OML,0,0,0,0,0,0
42,4,OMH,1,6,10,2.933825880856542,1.9745742064320573,1988
43,4,OFL,0,0,0,0,0,0
44,4,OFH,1,6,10,2.933825880856542,1.9745742064320573,1988
45,4,YML,0,0,0,0,0,0
46,4,YMH,1,6,10,2.933825880856542,1.9745742064320573,1988
47,4,YFL,0,0,0,0,0,0
48,4,YFH,1,6,10,2.933825880856542,1.9745742064320573,1988
49,5,OML,0,0,0,0,0,0
50,5,OMH,0,0,0,0,0,0
51,5,OFL,0,0,0,0,0,0
52,5,OFH,0,0,0,0,0,0
53,5,YML,1,7,9,2.7740269291748505,1.770632934538448,1411
54,5,YMH,1,7,9,2.7740269291748505,1.770632934538448,1411
55,5,YFL,0,0,0,0,0,0
56,5,YFH,0,0,0,0,0,0
57,6,OML,0,0,0,0,0,0
58,6,OMH,0,0,0,0,0,0
59,6,OFL,0,0,0,0,0,0
60,6,OFH,0,0,0,0,0,0
61,6,YML,0,0,0,0,0,0
62,6,YMH,0,0,0,0,0,0
63,6,YFL,0,0,0,0,0,0
64,6,YFH,1,8,12,2.50873269368155,1.9518968187982026,640
65,7,OML,1,9,18,2.379503240532797,1.8478014559169593,29048
66,7,OMH,0,0,0,0,0,0
67,7,OFL,0,0,0,0,0,0
68,7,OFH,0,0,0,0,0,0
69,7,YML,1,9,18,2.379503240532797,1.8478014559169593,29048
70,7,YMH,0,0,0,0,0,0
71,7,YFL,0,0,0,0,0,0
72,7,YFH,0,0,0,0,0,0
73,8,OML,0,0,0,0,0,0
74,8,OMH,1,10,14,2.2260429778510633,2.2682767763350844,1215
75,8,OFL,0,0,0,0,0,0
76,8,OFH,1,10,14,2.2260429778510633,2.2682767763350844,1215
77,8,YML,0,0,0,0,0,0
78,8,YMH,0,0,0,0,0,0
79,8,YFL,0,0,0,0,0,0
80,8,YFH,0,0,0,0,0,0
81,9,OML,0,0,0,0,0,0
82,9,OMH,0,0,0,0,0,0
83,9,OFL,1,11,15,2.0523768810413623,1.9429577670485387,20176
84,9,OFH,1,11,15,2.0523768810413623,1.9429577670485387,20176
85,9,YML,0,0,0,0,0,0
86,9,YMH,0,0,0,0,0,0
87,9,YFL,1,11,15,2.0523768810413623,1.9429577670485387,20176
88,9,YFH,1,11,15,2.0523768810413623,1.9429577670485387,20176
89,10,OML,0,0,0,0,0,0
90,10,OMH,0,0,0,0,0,0
91,10,OFL,0,0,0,0,0,0
92,10,OFH,1,12,21,2.181568829616564,1.9113787898600902,1326
93,10,YML,0,0,0,0,0,0
94,10,YMH,0,0,0,0,0,0
95,10,YFL,0,0,0,0,0,0
96,10,YFH,1,12,21,2.181568829616564,1.9113787898600902,1326
97,11,OML,0,0,0,0,0,0
98,11,OMH,0,0,0,0,0,0
99,11,OFL,0,0,0,0,0,0
100,11,OFH,0,0,0,0,0,0
101,11,YML,1,13,15,2.3244523992477335,2.355217755218068,3529
102,11,YMH,1,13,15,2.3244523992477335,2.355217755218068,3529
103,11,YFL,0,0,0,0,0,0
104,11,YFH,0,0,0,0,0,0
105,12,OML,0,0,0,0,0,0
106,12,OMH,1,14,16,2.944281411255945,1.8633628016788446,484
107,12,OFL,0,0,0,0,0,0
108,12,OFH,0,0,0,0,0,0
109,12,YML,0,0,0,0,0,0
110,12,YMH,0,0,0,0,0,0
111,12,YFL,0,0,0,0,0,0
112,12,YFH,0,0,0,0,0,0
113,13,OML,0,0,0,0,0,0
114,13,OMH,1,15,24,2.177247539494287,2.4389407402366365,3976
115,13,OFL,0,0,0,0,0,0
116,13,OFH,1,15,24,2.177247539494287,2.4389407402366365,3976
117,13,YML,0,0,0,0,0,0
118,13,YMH,1,15,24,2.177247539494287,2.4389407402366365,3976
119,13,YFL,0,0,0,0,0,0
120,13,YFH,1,15,24,2.177247539494287,2.4389407402366365,3976
121,14,OML,0,0,0,0,0,0
122,14,OMH,1,16,25,2.0733239696940067,1.6771781031210085,15904
123,14,OFL,0,0,0,0,0,0
124,14,OFH,1,16,25,2.0733239696940067,1.6771781031210085,15904
125,14,YML,0,0,0,0,0,0
126,14,YMH,1,16,25,2.0733239696940067,1.6771781031210085,15904
127,14,YFL,0,0,0,0,0,0
128,14,YFH,1,16,25,2.0733239696940067,1.6771781031210085,15904
129,15,OML,0,0,0,0,0,0
130,15,OMH,0,0,0,0,0,0
