index,day,segment,game,start,end,vidCoeff,mobCoeff,reach
1,-1,OML,0,0,0,0,0,0
2,-1,OMH,0,0,0,0,0,0
3,-1,OFL,0,0,0,0,0,0
4,-1,OFH,0,0,0,0,0,0
5,-1,YML,1,1,5,2.336404857098091,2.008360683030685,9540
6,-1,YMH,0,0,0,0,0,0
7,-1,YFL,1,1,5,2.336404857098091,2.008360683030685,9540
8,-1,YFH,0,0,0,0,0,0
9,0,OML,0,0,0,0,0,0
10,0,OMH,0,0,0,0,0,0
11,0,OFL,0,0,0,0,0,0
12,0,OFH,0,0,0,0,0,0
13,0,YML,1,2,6,2.464033645466987,2.332389657719877,4589
14,0,YMH,1,2,6,2.464033645466987,2.332389657719877,4589
15,0,YFL,1,2,6,2.464033645466987,2.332389657719877,4589
16,0,YFH,1,2,6,2.464033645466987,2.332389657719877,4589
17,1,OML,1,3,12,2.009236444384033,2.377779240293321,7262
18,1,OMH,0,0,0,0,0,0
19,1,OFL,0,0,0,0,0,0
20,1,OFH,0,0,0,0,0,0
21,1,YML,1,3,12,2.009236444384033,2.377779240293321,7262
22,1,YMH,0,0,0,0,0,0
23,1,YFL,0,0,0,0,0,0
24,1,YFH,0,0,0,0,0,0
25,2,OML,0,0,0,0,0,0
26,2,OMH,0,0,0,0,0,0
27,2,OFL,0,0,0,0,0,0
28,2,OFH,0,0,0,0,0,0
29,2,YML,0,0,0,0,0,0
30,2,YMH,0,0,0,0,0,0
31,2,YFL,1,4,6,2.489481562714203,1.8993980305556182,5366
32,2,YFH,1,4,6,2.489481562714203,1.8993980305556182,5366
33,3,OML,0,0,0,0,0,0
34,3,OMH,1,5,7,2.653417920830461,2.328989975322462,1939
35,3,OFL,0,0,0,0,0,0
36,3,OFH,0,0,0,0,0,0
37,3,YML,0,0,0,0,0,0
38,3,YMH,0,0,0,0,0,0
39,3,YFL,0,0,0,0,0,0
40,3,YFH,0,0,0,0,0,0
41,4,OML,0,0,0,0,0,0
42,4,OMH,0,0,0,0,0,0
43,4,OFL,0,0,0,0,0,0
44,4,OFH,0,0,0,0,0,0
45,4,YML,1,6,15,2.1049723568387764,1.734982525530519,9180
46,4,YMH,0,0,0,0,0,0
47,4,YFL,0,0,0,0,0,0
48,4,YFH,0,0,0,0,0,0
49,5,OML,0,0,0,0,0,0
50,5,OMH,0,0,0,0,0,0
51,5,OFL,1,7,11,2.210924487672387,2.3007973851994397,6002
52,5,OFH,0,0,0,0,0,0
53,5,YML,0,0,0,0,0,0
54,5,YMH,0,0,0,0,0,0
55,5,YFL,0,0,0,0,0,0
56,5,YFH,0,0,0,0,0,0
57,6,OML,0,0,0,0,0,0
58,6,OMH,0,0,0,0,0,0
59,6,OFL,0,0,0,0,0,0
60,6,OFH,0,0,0,0,0,0
61,6,YML,1,8,10,2.373046960434712,2.164297950127035,5647
62,6,YMH,1,8,10,2.373046960434712,2.164297950127035,5647
63,6,YFL,0,0,0,0,0,0
64,6,YFH,0,0,0,0,0,0
65,7,OML,0,0,0,0,0,0
66,7,OMH,0,0,0,0,0,0
67,7,OFL,1,9,11,2.414821054572515,2.039705492999992,12105
68,7,OFH,1,9,11,2.414821054572515,2.039705492999992,12105
69,7,YML,0,0,0,0,0,0
70,7,YMH,0,0,0,0,0,0
71,7,YFL,1,9,11,2.414821054572515,2.039705492999992,12105
72,7,YFH,1,9,11,2.414821054572515,2.039705492999992,12105
73,8,OML,0,0,0,0,0,0
74,8,OMH,0,0,0,0,0,0
75,8,OFL,0,0,0,0,0,0
76,8,OFH,0,0,0,0,0,0
77,8,YML,0,0,0,0,0,0
78,8,YMH,0,0,0,0,0,0
79,8,YFL,1,10,19,2.9076199749812326,2.4480340718246762,15840
80,8,YFH,0,0,0,0,0,0
81,9,OML,0,0,0,0,0,0
82,9,OMH,1,11,20,2.879563494569177,2.2757790641752154,2430
83,9,OFL,0,0,0,0,0,0
84,9,OFH,1,11,20,2.879563494569177,2.2757790641752154,2430
85,9,YML,0,0,0,0,0,0
86,9,YMH,0,0,0,0,0,0
87,9,YFL,0,0,0,0,0,0
88,9,YFH,0,0,0,0,0,0
89,10,OML,0,0,0,0,0,0
90,10,OMH,1,12,14,2.087161413761408,1.6012968315634057,4771
91,10,OFL,0,0,0,0,0,0
92,10,OFH,1,12,14,2.087161413761408,1.6012968315634057,4771
93,10,YML,0,0,0,0,0,0
94,10,YMH,1,12,14,2.087161413761408,1.6012968315634057,4771
95,10,YFL,0,0,0,0,0,0
96,10,YFH,1,12,14,2.087161413761408,1.6012968315634057,4771
97,11,OML,0,0,0,0,0,0
98,11,OMH,1,13,22,2.978307542898891,1.9244332665036776,6625
99,11,OFL,0,0,0,0,0,0
100,11,OFH,0,0,0,0,0,0
101,11,YML,0,0,0,0,0,0
102,11,YMH,1,13,22,2.978307542898891,1.9244332665036776,6625
103,11,YFL,0,0,0,0,0,0
104,11,YFH,0,0,0,0,0,0
105,12,OML,0,0,0,0,0,0
106,12,OMH,0,0,0,0,0,0
107,12,OFL,1,14,23,2.1506852841332167,1.9863424272456842,10088
108,12,OFH,1,14,23,2.1506852841332167,1.9863424272456842,10088
109,12,YML,0,0,0,0,0,0
110,12,YMH,0,0,0,0,0,0
111,12,YFL,1,14,23,2.1506852841332167,1.9863424272456842,10088
112,12,YFH,1,14,23,2.1506852841332167,1.9863424272456842,10088
113,13,OML,0,0,0,0,0,0
114,13,OMH,0,0,0,0,0,0
115,13,OFL,1,15,24,2.7414061528744798,2.099676812962939,14040
116,13,OFH,1,15,24,2.7414061528744798,2.099676812962939,14040
117,13,YML,0,0,0,0,0,0
118,13,YMH,0,0,0,0,0,0
119,13,YFL,0,0,0,0,0,0
120,13,YFH,0,0,0,0,0,0
121,14,OML,1,16,25,2.3020644089914373,1.6886694833827605,33568
122,14,OMH,0,0,0,0,0,0
123,14,OFL,1,16,25,2.3020644089914373,1.6886694833827605,33568
124,14,OFH,0,0,0,0,0,0
125,14,YML,0,0,0,0,0,0
126,14,YMH,0,0,0,0,0,0
127,14,YFL,0,0,0,0,0,0
128,14,YFH,0,0,0,0,0,0
129,15,OML,0,0,0,0,0,0
130,15,OMH,1,17,26,2.6625956870413345,1.9616286907679572,9720
131,15,OFL,0,0,0,0,0,0
