index,day,segment,game,start,end,vidCoeff,mobCoeff,reach
1,-1,OML,0,0,0,0,0,0
2,-1,OMH,1,1,5,2.7029837504736216,1.8139359222664158,3312
3,-1,OFL,0,0,0,0,0,0
4,-1,OFH,0,0,0,0,0,0
5,-1,YML,0,0,0,0,0,0
6,-1,YMH,1,1,5,2.7029837504736216,1.8139359222664158,3312
7,-1,YFL,0,0,0,0,0,0
8,-1,YFH,0,0,0,0,0,0
9,0,OML,0,0,0,0,0,0
10,0,OMH,0,0,0,0,0,0
11,0,OFL,1,2,11,2.6912200250049962,2.0439199504923335,40352
12,0,OFH,1,2,11,2.6912200250049962,2.0439199504923335,40352
13,0,YML,0,0,0,0,0,0
14,0,YMH,0,0,0,0,0,0
15,0,YFL,1,2,11,2.6912200250049962,2.0439199504923335,40352
16,0,YFH,1,2,11,2.6912200250049962,2.0439199504923335,40352
17,1,OML,0,0,0,0,0,0
18,1,OMH,0,0,0,0,0,0
19,1,OFL,0,0,0,0,0,0
20,1,OFH,0,0,0,0,0,0
21,1,YML,0,0,0,0,0,0
22,1,YMH,0,0,0,0,0,0
23,1,YFL,1,3,5,2.2924360218066777,2.3788764742583393,3354
24,1,YFH,1,3,5,2.2924360218066777,2.3788764742583393,3354
25,2,OML,0,0,0,0,0,0
26,2,OMH,0,0,0,0,0,0
27,2,OFL,0,0,0,0,0,0
28,2,OFH,0,0,0,0,0,0
29,2,YML,0,0,0,0,0,0
30,2,YMH,0,0,0,0,0,0
31,2,YFL,1,4,13,2.02137805617965,2.052361521172144,17888
32,2,YFH,1,4,13,2.02137805617965,2.052361521172144,17888
33,3,OML,0,0,0,0,0,0
34,3,OMH,0,0,0,0,0,0
35,3,OFL,1,5,14,2.1075525432943256,1.5478258573914974,19208
36,3,OFH,0,0,0,0,0,0
37,3,YML,0,0,0,0,0,0
38,3,YMH,0,0,0,0,0,0
39,3,YFL,0,0,0,0,0,0
40,3,YFH,0,0,0,0,0,0
41,4,OML,0,0,0,0,0,0
42,4,OMH,0,0,0,0,0,0
43,4,OFL,0,0,0,0,0,0
44,4,OFH,0,0,0,0,0,0
45,4,YML,0,0,0,0,0,0
46,4,YMH,0,0,0,0,0,0
47,4,YFL,1,6,8,2.2997930349953375,1.559215922641734,3354
48,4,YFH,1,6,8,2.2997930349953375,1.559215922641734,3354
49,5,OML,1,7,11,2.3286575658420254,1.6966654178243337,9077
50,5,OMH,0,0,0,0,0,0
51,5,OFL,0,0,0,0,0,0
52,5,OFH,0,0,0,0,0,0
53,5,YML,1,7,11,2.3286575658420254,1.6966654178243337,9077
54,5,YMH,0,0,0,0,0,0
55,5,YFL,0,0,0,0,0,0
56,5,YFH,0,0,0,0,0,0
57,6,OML,0,0,0,0,0,0
58,6,OMH,0,0,0,0,0,0
59,6,OFL,0,0,0,0,0,0
60,6,OFH,0,0,0,0,0,0
61,6,YML,1,8,12,2.955533440267677,2.0597230183689033,4589
62,6,YMH,1,8,12,2.955533440267677,2.0597230183689033,4589
63,6,YFL,1,8,12,2.955533440267677,2.0597230183689033,4589
64,6,YFH,1,8,12,2.955533440267677,2.0597230183689033,4589
65,7,OML,1,9,18,2.6329460706099854,1.621925222558089,29048
66,7,OMH,0,0,0,0,0,0
67,7,OFL,0,0,0,0,0,0
68,7,OFH,0,0,0,0,0,0
69,7,YML,1,9,18,2.6329460706099854,1.621925222558089,29048
70,7,YMH,0,0,0,0,0,0
71,7,YFL,0,0,0,0,0,0
72,7,YFH,0,0,0,0,0,0
73,8,OML,0,0,0,0,0,0
74,8,OMH,0,0,0,0,0,0
75,8,OFL,0,0,0,0,0,0
76,8,OFH,0,0,0,0,0,0
77,8,YML,1,10,12,2.567359615465172,1.5880846621119162,5647
78,8,YMH,1,10,12,2.567359615465172,1.5880846621119162,5647
79,8,YFL,0,0,0,0,0,0
80,8,YFH,0,0,0,0,0,0
81,9,OML,0,0,0,0,0,0
82,9,OMH,0,0,0,0,0,0
83,9,OFL,1,11,15,2.2420383584743444,2.4919129225552137,5044
84,9,OFH,1,11,15,2.2420383584743444,2.4919129225552137,5044
85,9,YML,0,0,0,0,0,0
86,9,YMH,0,0,0,0,0,0
87,9,YFL,1,11,15,2.2420383584743444,2.4919129225552137,5044
88,9,YFH,1,11,15,2.2420383584743444,2.4919129225552137,5044
89,10,OML,0,0,0,0,0,0
90,10,OMH,0,0,0,0,0,0
91,10,OFL,1,12,16,2.4693363418825736,2.4660921711518053,10952
92,10,OFH,0,0,0,0,0,0
93,10,YML,0,0,0,0,0,0
94,10,YMH,0,0,0,0,0,0
95,10,YFL,1,12,16,2.4693363418825736,2.4660921711518053,10952
96,10,YFH,0,0,0,0,0,0
97,11,OML,0,0,0,0,0,0
98,11,OMH,0,0,0,0,0,0
99,11,OFL,0,0,0,0,0,0
100,11,OFH,0,0,0,0,0,0
101,11,YML,1,13,15,2.641346166791571,2.420307036856566,2754
102,11,YMH,0,0,0,0,0,0
103,11,YFL,0,0,0,0,0,0
104,11,YFH,0,0,0,0,0,0
105,12,OML,0,0,0,0,0,0
106,12,OMH,0,0,0,0,0,0
107,12,OFL,1,14,18,2.1882829165670166,1.8674152165928009,5044
108,12,OFH,1,14,18,2.1882829165670166,1.8674152165928009,5044
109,12,YML,0,0,0,0,0,0
