index,day,segment,game,start,end,vidCoeff,mobCoeff,reach
1,-1,OML,1,1,5,2.4107501738038293,2.4274070739525704,10490
2,-1,OMH,0,0,0,0,0,0
3,-1,OFL,1,1,5,2.4107501738038293,2.4274070739525704,10490
4,-1,OFH,0,0,0,0,0,0
5,-1,YML,0,0,0,0,0,0
6,-1,YMH,0,0,0,0,0,0
7,-1,YFL,0,0,0,0,0,0
8,-1,YFH,0,0,0,0,0,0
9,0,OML,0,0,0,0,0,0
10,0,OMH,1,2,4,2.1634838270258916,1.5788555440517857,2982
11,0,OFL,0,0,0,0,0,0
12,0,OFH,1,2,4,2.1634838270258916,1.5788555440517857,2982
13,0,YML,0,0,0,0,0,0
14,0,YMH,1,2,4,2.1634838270258916,1.5788555440517857,2982
15,0,YFL,0,0,0,0,0,0
16,0,YFH,1,2,4,2.1634838270258916,1.5788555440517857,2982
17,1,OML,0,0,0,0,0,0
18,1,OMH,1,3,5,2.5424326070150656,1.5134522141259545,4771
19,1,OFL,0,0,0,0,0,0
20,1,OFH,1,3,5,2.5424326070150656,1.5134522141259545,4771
21,1,YML,0,0,0,0,0,0
22,1,YMH,1,3,5,2.5424326070150656,1.5134522141259545,4771
23,1,YFL,0,0,0,0,0,0
24,1,YFH,1,3,5,2.5424326070150656,1.5134522141259545,4771
25,2,OML,0,0,0,0,0,0
26,2,OMH,0,0,0,0,0,0
27,2,OFL,1,4,13,2.896204863085221,1.6223571923867417,14040
28,2,OFH,1,4,13,2.896204863085221,1.6223571923867417,14040
29,2,YML,0,0,0,0,0,0
30,2,YMH,0,0,0,0,0,0
31,2,YFL,0,0,0,0,0,0
32,2,YFH,0,0,0,0,0,0
33,3,OML,1,5,9,2.9007846512765516,2.341369048052241,6507
34,3,OMH,1,5,9,2.9007846512765516,2.341369048052241,6507
35,3,OFL,0,0,0,0,0,0
36,3,OFH,0,0,0,0,0,0
37,3,YML,0,0,0,0,0,0
38,3,YMH,0,0,0,0,0,0
39,3,YFL,0,0,0,0,0,0
40,3,YFH,0,0,0,0,0,0
41,4,OML,0,0,0,0,0,0
42,4,OMH,0,0,0,0,0,0
43,4,OFL,0,0,0,0,0,0
44,4,OFH,0,0,0,0,0,0
45,4,YML,0,0,0,0,0,0
46,4,YMH,0,0,0,0,0,0
47,4,YFL,1,6,15,2.8645348438611977,1.6180256694119028,4472
48,4,YFH,1,6,15,2.8645348438611977,1.6180256694119028,4472
49,5,OML,0,0,0,0,0,0
50,5,OMH,0,0,0,0,0,0
51,5,OFL,0,0,0,0,0,0
52,5,OFH,0,0,0,0,0,0
53,5,YML,1,7,9,2.6764773282318415,2.4728867652773276,2289
54,5,YMH,0,0,0,0,0,0
55,5,YFL,1,7,9,2.6764773282318415,2.4728867652773276,2289
56,5,YFH,0,0,0,0,0,0
57,6,OML,1,8,12,2.283871702505114,1.609571596086144,2603
58,6,OMH,1,8,12,2.283871702505114,1.609571596086144,2603
59,6,OFL,0,0,0,0,0,0
60,6,OFH,0,0,0,0,0,0
61,6,YML,0,0,0,0,0,0
62,6,YMH,0,0,0,0,0,0
63,6,YFL,0,0,0,0,0,0
64,6,YFH,0,0,0,0,0,0
65,7,OML,1,9,18,2.679422797135106,1.9078903877047444,13015
66,7,OMH,1,9,18,2.679422797135106,1.9078903877047444,13015
67,7,OFL,0,0,0,0,0,0
68,7,OFH,0,0,0,0,0,0
69,7,YML,0,0,0,0,0,0
70,7,YMH,0,0,0,0,0,0
71,7,YFL,0,0,0,0,0,0
72,7,YFH,0,0,0,0,0,0
73,8,OML,0,0,0,0,0,0
74,8,OMH,0,0,0,0,0,0
75,8,OFL,0,0,0,0,0,0
76,8,OFH,0,0,0,0,0,0
77,8,YML,0,0,0,0,0,0
78,8,YMH,1,10,14,2.4557530993508374,1.6226612381950667,2068
79,8,YFL,0,0,0,0,0,0
80,8,YFH,0,0,0,0,0,0
81,9,OML,0,0,0,0,0,0
82,9,OMH,0,0,0,0,0,0
83,9,OFL,0,0,0,0,0,0
84,9,OFH,0,0,0,0,0,0
85,9,YML,1,11,20,2.9824854297339534,2.225286667768456,36712
86,9,YMH,1,11,20,2.9824854297339534,2.225286667768456,36712
87,9,YFL,1,11,20,2.9824854297339534,2.225286667768456,36712
88,9,YFH,1,11,20,2.9824854297339534,2.225286667768456,36712
89,10,OML,0,0,0,0,0,0
90,10,OMH,0,0,0,0,0,0
91,10,OFL,0,0,0,0,0,0
92,10,OFH,0,0,0,0,0,0
93,10,YML,1,12,21,2.3178732124577937,2.1104885489849745,9180
94,10,YMH,0,0,0,0,0,0
95,10,YFL,0,0,0,0,0,0
96,10,YFH,0,0,0,0,0,0
97,11,OML,1,13,17,2.5993687442886864,1.598924060624886,10412
98,11,OMH,1,13,17,2.5993687442886864,1.598924060624886,10412
99,11,OFL,0,0,0,0,0,0
100,11,OFH,0,0,0,0,0,0
101,11,YML,0,0,0,0,0,0
102,11,YMH,0,0,0,0,0,0
103,11,YFL,0,0,0,0,0,0
104,11,YFH,0,0,0,0,0,0
105,12,OML,0,0,0,0,0,0
106,12,OMH,0,0,0,0,0,0
107,12,OFL,1,14,23,2.8426790087277447,2.0814615143632156,22464
108,12,OFH,1,14,23,2.8426790087277447,2.0814615143632156,22464
109,12,YML,0,0,0,0,0,0
110,12,YMH,0,0,0,0,0,0
111,12,YFL,0,0,0,0,0,0
112,12,YFH,0,0,0,0,0,0
113,13,OML,0,0,0,0,0,0
114,13,OMH,0,0,0,0,0,0
115,13,OFL,1,15,19,2.8089046805028057,1.9447479447343632,7020
116,13,OFH,1,15,19,2.8089046805028057,1.9447479447343632,7020
117,13,YML,0,0,0,0,0,0
118,13,YMH,0,0,0,0,0,0
119,13,YFL,0,0,0,0,0,0
120,13,YFH,0,0,0,0,0,0
121,14,OML,0,0,0,0,0,0
122,14,OMH,0,0,0,0,0,0
123,14,OFL,0,0,0,0,0,0
124,14,OFH,0,0,0,0,0,0
125,14,YML,1,16,18,2.118454945607401,1.7784867675970364,5647
126,14,YMH,1,16,18,2.118454945607401,1.7784867675970364,5647
127,14,YFL,0,0,0,0,0,0
128,14,YFH,0,0,0,0,0,0
129,15,OML,0,0,0,0,0,0
130,15,OMH,0,0,0,0,0,0
131,15,OFL,0,0,0,0,0,0
132,15,OFH,0,0,0,0,0,0
133,15,YML,1,17,26,2.063279629762867,2.2275514389987485,36712
134,15,YMH,1,17,26,2.063279629762867,2.2275514389987485,36712
135,15,YFL,1,17,26,2.063279629762867,2.2275514389987485,36712
136,15,YFH,1,17,26,2.063279629762867,2.2275514389987485,36712
137,16,OML,0,0,0,0,0,0
138,16,OMH,0,0,0,0,0,0
139,16,OFL,0,0,0,0,0,0
140,16,OFH,1,18,22,2.125841985181314,1.9081088061159839,663
141,16,YML,0,0,0,0,0,0
142,16,YMH,0,0,0,0,0,0
143,16,YFL,0,0,0,0,0,0
144,16,YFH,1,18,22,2.125841985181314,1.9081088061159839,663
145,17,OML,0,0,0,0,0,0
146,17,OMH,1,19,28,2.3597970013336522,1.5620849809065964,10600
147,17,OFL,0,0,0,0,0,0
148,17,OFH,0,0,0,0,0,0
149,17,YML,0,0,0,0,0,0
150,17,YMH,1,19,28,2.3597970013336522,1.5620849809065964,10600
151,17,YFL,0,0,0,0,0,0
152,17,YFH,0,0,0,0,0,0
153,18,OML,1,20,24,2.261084094079624,1.6182491521682045,14524
154,18,OMH,0,0,0,0,0,0
155,18,OFL,0,0,0,0,0,0
156,18,OFH,0,0,0,0,0,0
157,18,YML,1,20,24,2.261084094079624,1.6182491521682045,14524
158,18,YMH,0,0,0,0,0,0
159,18,YFL,0,0,0,0,0,0
160,18,YFH,0,0,0,0,0,0
161,19,OML,1,21,25,2.2576455261201036,2.222677597321608,9077
162,19,OMH,0,0,0,0,0,0
163,19,OFL,0,0,0,0,0,0
164,19,OFH,0,0,0,0,0,0
165,19,YML,1,21,25,2.2576455261201036,2.222677597321608,9077
166,19,YMH,0,0,0,0,0,0
167,19,YFL,0,0,0,0,0,0
168,19,YFH,0,0,0,0,0,0
169,20,OML,0,0,0,0,0,0
170,20,OMH,1,22,31,2.552030328107528,1.8878794202098155,6464
171,20,OFL,0,0,0,0,0,0
172,20,OFH,0,0,0,0,0,0
173,20,YML,0,0,0,0,0,0
174,20,YMH,0,0,0,0,0,0
175,20,YFL,0,0,0,0,0,0
176,20,YFH,0,0,0,0,0,0
177,21,OML,0,0,0,0,0,0
178,21,OMH,0,0,0,0,0,0
179,21,OFL,0,0,0,0,0,0
180,21,OFH,0,0,0,0,0,0
181,21,YML,1,23,32,2.403320267172977,1.6812177694812203,3672
182,21,YMH,0,0,0,0,0,0
183,21,YFL,0,0,0,0,0,0
184,21,YFH,0,0,0,0,0,0
185,22,OML,0,0,0,0,0,0
186,22,OMH,1,24,26,2.1204829716219322,2.1474067500454783,2916
187,22,OFL,0,0,0,0,0,0
188,22,OFH,1,24,26,2.1204829716219322,2.1474067500454783,2916
189,22,YML,0,0,0,0,0,0
190,22,YMH,0,0,0,0,0,0
191,22,YFL,0,0,0,0,0,0
192,22,YFH,0,0,0,0,0,0
193,23,OML,0,0,0,0,0,0
194,23,OMH,0,0,0,0,0,0
195,23,OFL,0,0,0,0,0,0
196,23,OFH,0,0,0,0,0,0
197,23,YML,0,0,0,0,0,0
198,23,YMH,0,0,0,0,0,0
199,23,YFL,1,25,29,2.4957148856676463,2.3380387226309023,2236
200,23,YFH,1,25,29,2.4957148856676463,2.3380387226309023,2236
201,24,OML,0,0,0,0,0,0
202,24,OMH,1,26,30,2.7306948309692642,1.7059853764740254,1215
203,24,OFL,0,0,0,0,0,0
204,24,OFH,1,26,30,2.7306948309692642,1.7059853764740254,1215
205,24,YML,0,0,0,0,0,0
206,24,YMH,0,0,0,0,0,0
207,24,YFL,0,0,0,0,0,0
208,24,YFH,0,0,0,0,0,0
209,25,OML,0,0,0,0,0,0
210,25,OMH,0,0,0,0,0,0
211,25,OFL,1,27,29,2.313726133992614,2.3160214752063206,1684
212,25,OFH,1,27,29,2.313726133992614,2.3160214752063206,1684
213,25,YML,0,0,0,0,0,0
214,25,YMH,0,0,0,0,0,0
215,25,YFL,0,0,0,0,0,0
216,25,YFH,0,0,0,0,0,0
217,26,OML,0,0,0,0,0,0
218,26,OMH,0,0,0,0,0,0
219,26,OFL,0,0,0,0,0,0
220,26,OFH,0,0,0,0,0,0
221,26,YML,0,0,0,0,0,0
222,26,YMH,0,0,0,0,0,0
223,26,YFL,1,28,37,2.553877785119202,1.5669002558052,11180
224,26,YFH,1,28,37,2.553877785119202,1.5669002558052,11180
225,27,OML,0,0,0,0,0,0
226,27,OMH,0,0,0,0,0,0
227,27,OFL,0,0,0,0,0,0
228,27,OFH,0,0,0,0,0,0
229,27,YML,0,0,0,0,0,0
230,27,YMH,0,0,0,0,0,0
231,27,YFL,0,0,0,0,0,0
232,27,YFH,1,29,38,2.469116261041762,2.036514985702827,2048
233,28,OML,0,0,0,0,0,0
234,28,OMH,0,0,0,0,0,0
235,28,OFL,0,0,0,0,0,0
236,28,OFH,0,0,0,0,0,0
237,28,YML,0,0,0,0,0,0
238,28,YMH,1,30,39,2.507057412735934,2.094481649136891,2585
239,28,YFL,0,0,0,0,0,0
240,28,YFH,0,0,0,0,0,0
241,29,OML,0,0,0,0,0,0
242,29,OMH,0,0,0,0,0,0
243,29,OFL,1,31,40,2.3933768476477337,1.877295147631806,12005
244,29,OFH,0,0,0,0,0,0
245,29,YML,0,0,0,0,0,0
246,29,YMH,0,0,0,0,0,0
247,29,YFL,0,0,0,0,0,0
248,29,YFH,0,0,0,0,0,0
249,30,OML,0,0,0,0,0,0
250,30,OMH,0,0,0,0,0,0
251,30,OFL,0,0,0,0,0,0
252,30,OFH,1,32,41,2.4854437432898684,1.6199601665284227,3315
253,30,YML,0,0,0,0,0,0
254,30,YMH,0,0,0,0,0,0
255,30,YFL,0,0,0,0,0,0
256,30,YFH,1,32,41,2.4854437432898684,1.6199601665284227,3315
257,31,OML,0,0,0,0,0,0
258,31,OMH,0,0,0,0,0,0
259,31,OFL,0,0,0,0,0,0
260,31,OFH,0,0,0,0,0,0
261,31,YML,1,33,37,2.1618077892691288,1.9779409467077715,1836
262,31,YMH,0,0,0,0,0,0
263,31,YFL,0,0,0,0,0,0
264,31,YFH,0,0,0,0,0,0
265,32,OML,0,0,0,0,0,0
266,32,OMH,0,0,0,0,0,0
267,32,OFL,0,0,0,0,0,0
268,32,OFH,0,0,0,0,0,0
269,32,YML,0,0,0,0,0,0
270,32,YMH,0,0,0,0,0,0
271,32,YFL,1,34,43,2.4040034309426304,1.7878941811453954,3960
272,32,YFH,0,0,0,0,0,0
273,33,OML,1,35,39,2.7777285797621887,1.7662643876738455,1795
274,33,OMH,0,0,0,0,0,0
275,33,OFL,0,0,0,0,0,0
276,33,OFH,0,0,0,0,0,0
277,33,YML,0,0,0,0,0,0
278,33,YMH,0,0,0,0,0,0
279,33,YFL,0,0,0,0,0,0
280,33,YFH,0,0,0,0,0,0
281,34,OML,0,0,0,0,0,0
282,34,OMH,1,36,45,2.45881086255689,2.332301999028002,15904
283,34,OFL,0,0,0,0,0,0
284,34,OFH,1,36,45,2.45881086255689,2.332301999028002,15904
285,34,YML,0,0,0,0,0,0
286,34,YMH,1,36,45,2.45881086255689,2.332301999028002,15904
287,34,YFL,0,0,0,0,0,0
288,34,YFH,1,36,45,2.45881086255689,2.332301999028002,15904
289,35,OML,0,0,0,0,0,0
290,35,OMH,0,0,0,0,0,0
291,35,OFL,0,0,0,0,0,0
292,35,OFH,1,37,41,2.64580627279765,2.449738192275875,2652
293,35,YML,0,0,0,0,0,0
294,35,YMH,0,0,0,0,0,0
295,35,YFL,0,0,0,0,0,0
296,35,YFH,1,37,41,2.64580627279765,2.449738192275875,2652
297,36,OML,0,0,0,0,0,0
298,36,OMH,1,38,42,2.284094624924819,2.099793556714163,4970
299,36,OFL,0,0,0,0,0,0
300,36,OFH,1,38,42,2.284094624924819,2.099793556714163,4970
301,36,YML,0,0,0,0,0,0
302,36,YMH,1,38,42,2.284094624924819,2.099793556714163,4970
303,36,YFL,0,0,0,0,0,0
304,36,YFH,1,38,42,2.284094624924819,2.099793556714163,4970
305,37,OML,0,0,0,0,0,0
306,37,OMH,1,39,48,2.051425138311549,2.076540812033366,9940
307,37,OFL,0,0,0,0,0,0
308,37,OFH,1,39,48,2.051425138311549,2.076540812033366,9940
309,37,YML,0,0,0,0,0,0
310,37,YMH,1,39,48,2.051425138311549,2.076540812033366,9940
311,37,YFL,0,0,0,0,0,0
312,37,YFH,1,39,48,2.051425138311549,2.076540812033366,9940
313,38,OML,0,0,0,0,0,0
314,38,OMH,0,0,0,0,0,0
315,38,OFL,0,0,0,0,0,0
316,38,OFH,0,0,0,0,0,0
317,38,YML,0,0,0,0,0,0
318,38,YMH,1,40,42,2.4481269254839555,1.8075783997559922,775
319,38,YFL,0,0,0,0,0,0
320,38,YFH,0,0,0,0,0,0
321,39,OML,1,41,43,2.412718239943021,1.7095785576824434,1077
322,39,OMH,0,0,0,0,0,0
323,39,OFL,0,0,0,0,0,0
324,39,OFH,0,0,0,0,0,0
325,39,YML,0,0,0,0,0,0
326,39,YMH,0,0,0,0,0,0
327,39,YFL,0,0,0,0,0,0
328,39,YFH,0,0,0,0,0,0
329,40,OML,0,0,0,0,0,0
330,40,OMH,0,0,0,0,0,0
331,40,OFL,1,42,46,2.841046569966495,2.023360519267487,11232
332,40,OFH,1,42,46,2.841046569966495,2.023360519267487,11232
333,40,YML,0,0,0,0,0,0
334,40,YMH,0,0,0,0,0,0
335,40,YFL,0,0,0,0,0,0
336,40,YFH,0,0,0,0,0,0
337,41,OML,0,0,0,0,0,0
338,41,OMH,1,43,52,2.9975902674470754,2.2707182900959686,15904
339,41,OFL,0,0,0,0,0,0
340,41,OFH,1,43,52,2.9975902674470754,2.2707182900959686,15904
341,41,YML,0,0,0,0,0,0
342,41,YMH,1,43,52,2.9975902674470754,2.2707182900959686,15904
343,41,YFL,0,0,0,0,0,0
344,41,YFH,1,43,52,2.9975902674470754,2.2707182900959686,15904
345,42,OML,0,0,0,0,0,0
346,42,OMH,0,0,0,0,0,0
347,42,OFL,0,0,0,0,0,0
348,42,OFH,0,0,0,0,0,0
349,42,YML,1,44,46,2.1605574589880066,1.702325120318866,2754
350,42,YMH,0,0,0,0,0,0
351,42,YFL,0,0,0,0,0,0
352,42,YFH,0,0,0,0,0,0
353,43,OML,0,0,0,0,0,0
354,43,OMH,1,45,49,2.2984153587548852,2.0579177741741885,4970
355,43,OFL,0,0,0,0,0,0
356,43,OFH,1,45,49,2.2984153587548852,2.0579177741741885,4970
357,43,YML,0,0,0,0,0,0
358,43,YMH,1,45,49,2.2984153587548852,2.0579177741741885,4970
359,43,YFL,0,0,0,0,0,0
360,43,YFH,1,45,49,2.2984153587548852,2.0579177741741885,4970
361,44,OML,0,0,0,0,0,0
362,44,OMH,0,0,0,0,0,0
363,44,OFL,1,46,55,2.7067737775344627,1.8185588508598718,35048
364,44,OFH,0,0,0,0,0,0
365,44,YML,0,0,0,0,0,0
366,44,YMH,0,0,0,0,0,0
367,44,YFL,1,46,55,2.7067737775344627,1.8185588508598718,35048
368,44,YFH,0,0,0,0,0,0
369,45,OML,0,0,0,0,0,0
370,45,OMH,0,0,0,0,0,0
371,45,OFL,1,47,56,2.6651026690945026,2.280794709729142,35048
372,45,OFH,0,0,0,0,0,0
373,45,YML,0,0,0,0,0,0
374,45,YMH,0,0,0,0,0,0
375,45,YFL,1,47,56,2.6651026690945026,2.280794709729142,35048
376,45,YFH,0,0,0,0,0,0
377,46,OML,0,0,0,0,0,0
378,46,OMH,0,0,0,0,0,0
379,46,OFL,1,48,50,2.724235167115853,1.9235833029495455,5762
380,46,OFH,0,0,0,0,0,0
381,46,YML,0,0,0,0,0,0
382,46,YMH,0,0,0,0,0,0
383,46,YFL,0,0,0,0,0,0
384,46,YFH,0,0,0,0,0,0
385,47,OML,0,0,0,0,0,0
386,47,OMH,0,0,0,0,0,0
387,47,OFL,0,0,0,0,0,0
388,47,OFH,0,0,0,0,0,0
389,47,YML,0,0,0,0,0,0
390,47,YMH,0,0,0,0,0,0
391,47,YFL,0,0,0,0,0,0
392,47,YFH,1,49,53,2.4302671449556157,2.0256235998032097,1024
393,48,OML,0,0,0,0,0,0
394,48,OMH,1,50,59,2.3556118337444083,2.0768522103653964,2650
395,48,OFL,0,0,0,0,0,0
396,48,OFH,0,0,0,0,0,0
397,48,YML,0,0,0,0,0,0
398,48,YMH,1,50,59,2.3556118337444083,2.0768522103653964,2650
399,48,YFL,0,0,0,0,0,0
400,48,YFH,0,0,0,0,0,0
401,49,OML,0,0,0,0,0,0
402,49,OMH,0,0,0,0,0,0
403,49,OFL,1,51,55,2.1700829935864308,2.2833648110972646,20176
404,49,OFH,1,51,55,2.1700829935864308,2.2833648110972646,20176
405,49,YML,0,0,0,0,0,0
406,49,YMH,0,0,0,0,0,0
407,49,YFL,1,51,55,2.1700829935864308,2.2833648110972646,20176
408,49,YFH,1,51,55,2.1700829935864308,2.2833648110972646,20176
409,50,OML,0,0,0,0,0,0
410,50,OMH,1,52,56,2.0355539748832716,2.480075724882776,808
411,50,OFL,0,0,0,0,0,0
412,50,OFH,0,0,0,0,0,0
413,50,YML,0,0,0,0,0,0
414,50,YMH,0,0,0,0,0,0
415,50,YFL,0,0,0,0,0,0
416,50,YFH,0,0,0,0,0,0
417,51,OML,0,0,0,0,0,0
418,51,OMH,0,0,0,0,0,0
419,51,OFL,1,53,55,2.967164047967851,2.3480540929995377,1684
420,51,OFH,1,53,55,2.967164047967851,2.3480540929995377,1684
421,51,YML,0,0,0,0,0,0
422,51,YMH,0,0,0,0,0,0
423,51,YFL,0,0,0,0,0,0
424,51,YFH,0,0,0,0,0,0
425,52,OML,0,0,0,0,0,0
426,52,OMH,1,54,56,2.6015848901570098,2.251471336278878,1987
427,52,OFL,0,0,0,0,0,0
428,52,OFH,0,0,0,0,0,0
429,52,YML,0,0,0,0,0,0
430,52,YMH,1,54,56,2.6015848901570098,2.251471336278878,1987
431,52,YFL,0,0,0,0,0,0
432,52,YFH,0,0,0,0,0,0
433,53,OML,0,0,0,0,0,0
434,53,OMH,0,0,0,0,0,0
435,53,OFL,0,0,0,0,0,0
436,53,OFH,0,0,0,0,0,0
437,53,YML,0,0,0,0,0,0
438,53,YMH,0,0,0,0,0,0
439,53,YFL,0,0,0,0,0,0
440,53,YFH,0,0,0,0,0,0
441,54,OML,0,0,0,0,0,0
442,54,OMH,0,0,0,0,0,0
443,54,OFL,0,0,0,0,0,0
