index,day,segment,game,start,end,vidCoeff,mobCoeff,reach
1,-1,OML,0,0,0,0,0,0
2,-1,OMH,0,0,0,0,0,0
3,-1,OFL,1,1,5,2.375727400906733,1.8333019702372266,10952
4,-1,OFH,0,0,0,0,0,0
5,-1,YML,0,0,0,0,0,0
6,-1,YMH,0,0,0,0,0,0
7,-1,YFL,1,1,5,2.375727400906733,1.8333019702372266,10952
8,-1,YFH,0,0,0,0,0,0
9,0,OML,1,2,6,2.805815782422518,1.6721760708074909,13527
10,0,OMH,1,2,6,2.805815782422518,1.6721760708074909,13527
11,0,OFL,1,2,6,2.805815782422518,1.6721760708074909,13527
12,0,OFH,1,2,6,2.805815782422518,1.6721760708074909,13527
13,0,YML,0,0,0,0,0,0
14,0,YMH,0,0,0,0,0,0
15,0,YFL,0,0,0,0,0,0
16,0,YFH,0,0,0,0,0,0
17,1,OML,0,0,0,0,0,0
18,1,OMH,1,3,7,2.99811126184457,2.2313189905249717,4970
19,1,OFL,0,0,0,0,0,0
20,1,OFH,1,3,7,2.99811126184457,2.2313189905249717,4970
21,1,YML,0,0,0,0,0,0
22,1,YMH,1,3,7,2.99811126184457,2.2313189905249717,4970
23,1,YFL,0,0,0,0,0,0
24,1,YFH,1,3,7,2.99811126184457,2.2313189905249717,4970
25,2,OML,0,0,0,0,0,0
26,2,OMH,0,0,0,0,0,0
27,2,OFL,1,4,8,2.036712618247652,2.367480225086045,9604
28,2,OFH,0,0,0,0,0,0
29,2,YML,0,0,0,0,0,0
30,2,YMH,0,0,0,0,0,0
31,2,YFL,0,0,0,0,0,0
32,2,YFH,0,0,0,0,0,0
33,3,OML,0,0,0,0,0,0
34,3,OMH,1,5,14,2.4534807123817326,2.4341813604659093,1616
35,3,OFL,0,0,0,0,0,0
36,3,OFH,0,0,0,0,0,0
37,3,YML,0,0,0,0,0,0
38,3,YMH,0,0,0,0,0,0
39,3,YFL,0,0,0,0,0,0
40,3,YFH,0,0,0,0,0,0
41,4,OML,1,6,10,2.3996196387771427,1.7272753965192928,13527
42,4,OMH,1,6,10,2.3996196387771427,1.7272753965192928,13527
43,4,OFL,1,6,10,2.3996196387771427,1.7272753965192928,13527
44,4,OFH,1,6,10,2.3996196387771427,1.7272753965192928,13527
45,4,YML,0,0,0,0,0,0
46,4,YMH,0,0,0,0,0,0
47,4,YFL,0,0,0,0,0,0
48,4,YFH,0,0,0,0,0,0
49,5,OML,0,0,0,0,0,0
50,5,OMH,0,0,0,0,0,0
51,5,OFL,0,0,0,0,0,0
52,5,OFH,0,0,0,0,0,0
53,5,YML,1,7,9,2.0904064021174813,1.9701194602649206,6883
54,5,YMH,1,7,9,2.0904064021174813,1.9701194602649206,6883
55,5,YFL,1,7,9,2.0904064021174813,1.9701194602649206,6883
56,5,YFH,1,7,9,2.0904064021174813,1.9701194602649206,6883
57,6,OML,1,8,12,2.4708430123114056,1.9387623073211284,6507
58,6,OMH,1,8,12,2.4708430123114056,1.9387623073211284,6507
59,6,OFL,0,0,0,0,0,0
60,6,OFH,0,0,0,0,0,0
61,6,YML,0,0,0,0,0,0
62,6,YMH,0,0,0,0,0,0
63,6,YFL,0,0,0,0,0,0
64,6,YFH,0,0,0,0,0,0
65,7,OML,0,0,0,0,0,0
66,7,OMH,0,0,0,0,0,0
67,7,OFL,0,0,0,0,0,0
68,7,OFH,1,9,18,2.3395111547379503,1.521188325243012,814
69,7,YML,0,0,0,0,0,0
70,7,YMH,0,0,0,0,0,0
71,7,YFL,0,0,0,0,0,0
72,7,YFH,0,0,0,0,0,0
73,8,OML,0,0,0,0,0,0
74,8,OMH,0,0,0,0,0,0
75,8,OFL,1,10,19,2.1044704357069963,1.9064166608798536,14040
76,8,OFH,1,10,19,2.1044704357069963,1.9064166608798536,14040
77,8,YML,0,0,0,0,0,0
78,8,YMH,0,0,0,0,0,0
79,8,YFL,0,0,0,0,0,0
80,8,YFH,0,0,0,0,0,0
81,9,OML,1,11,15,2.134120561253297,2.21519737899707,13527
82,9,OMH,1,11,15,2.134120561253297,2.21519737899707,13527
83,9,OFL,1,11,15,2.134120561253297,2.21519737899707,13527
84,9,OFH,1,11,15,2.134120561253297,2.21519737899707,13527
85,9,YML,0,0,0,0,0,0
86,9,YMH,0,0,0,0,0,0
87,9,YFL,0,0,0,0,0,0
88,9,YFH,0,0,0,0,0,0
89,10,OML,1,12,21,2.539881842963305,1.8871845711724766,27055
90,10,OMH,1,12,21,2.539881842963305,1.8871845711724766,27055
91,10,OFL,1,12,21,2.539881842963305,1.8871845711724766,27055
92,10,OFH,1,12,21,2.539881842963305,1.8871845711724766,27055
93,10,YML,0,0,0,0,0,0
94,10,YMH,0,0,0,0,0,0
95,10,YFL,0,0,0,0,0,0
96,10,YFH,0,0,0,0,0,0
97,11,OML,0,0,0,0,0,0
98,11,OMH,0,0,0,0,0,0
99,11,OFL,0,0,0,0,0,0
100,11,OFH,0,0,0,0,0,0
101,11,YML,1,13,17,2.6400697321072837,1.7268936131575208,5882
102,11,YMH,1,13,17,2.6400697321072837,1.7268936131575208,5882
103,11,YFL,0,0,0,0,0,0
104,11,YFH,0,0,0,0,0,0
105,12,OML,0,0,0,0,0,0
106,12,OMH,0,0,0,0,0,0
107,12,OFL,1,14,23,2.568772625012166,2.4454285288996984,25220
108,12,OFH,1,14,23,2.568772625012166,2.4454285288996984,25220
109,12,YML,0,0,0,0,0,0
110,12,YMH,0,0,0,0,0,0
111,12,YFL,1,14,23,2.568772625012166,2.4454285288996984,25220
112,12,YFH,1,14,23,2.568772625012166,2.4454285288996984,25220
113,13,OML,0,0,0,0,0,0
114,13,OMH,0,0,0,0,0,0
115,13,OFL,1,15,17,2.59043697813032,2.4780809888414534,12105
116,13,OFH,1,15,17,2.59043697813032,2.4780809888414534,12105
117,13,YML,0,0,0,0,0,0
118,13,YMH,0,0,0,0,0,0
119,13,YFL,1,15,17,2.59043697813032,2.4780809888414534,12105
120,13,YFH,1,15,17,2.59043697813032,2.4780809888414534,12105
121,14,OML,0,0,0,0,0,0
122,14,OMH,0,0,0,0,0,0
123,14,OFL,1,16,25,2.629584443304,2.167500105742068,25220
124,14,OFH,1,16,25,2.629584443304,2.167500105742068,25220
