index,day,segment,game,start,end,vidCoeff,mobCoeff,reach
1,-1,OML,0,0,0,0,0,0
2,-1,OMH,0,0,0,0,0,0
3,-1,OFL,0,0,0,0,0,0
4,-1,OFH,0,0,0,0,0,0
5,-1,YML,0,0,0,0,0,0
6,-1,YMH,1,1,5,2.461470803966618,1.7140502800315496,1932
7,-1,YFL,0,0,0,0,0,0
8,-1,YFH,1,1,5,2.461470803966618,1.7140502800315496,1932
9,0,OML,0,0,0,0,0,0
10,0,OMH,1,2,4,2.351628993121148,2.435472353135901,1192
11,0,OFL,0,0,0,0,0,0
12,0,OFH,1,2,4,2.351628993121148,2.435472353135901,1192
13,0,YML,0,0,0,0,0,0
14,0,YMH,1,2,4,2.351628993121148,2.435472353135901,1192
15,0,YFL,0,0,0,0,0,0
16,0,YFH,1,2,4,2.351628993121148,2.435472353135901,1192
17,1,OML,0,0,0,0,0,0
18,1,OMH,0,0,0,0,0,0
19,1,OFL,0,0,0,0,0,0
20,1,OFH,0,0,0,0,0,0
21,1,YML,0,0,0,0,0,0
22,1,YMH,1,3,5,2.135016494431892,1.770394099113389,463
23,1,YFL,0,0,0,0,0,0
24,1,YFH,1,3,5,2.135016494431892,1.770394099113389,463
25,2,OML,0,0,0,0,0,0
26,2,OMH,1,4,13,2.316044325549684,1.8216182423659353,6625
27,2,OFL,0,0,0,0,0,0
28,2,OFH,0,0,0,0,0,0
29,2,YML,0,0,0,0,0,0
30,2,YMH,1,4,13,2.316044325549684,1.8216182423659353,6625
31,2,YFL,0,0,0,0,0,0
32,2,YFH,0,0,0,0,0,0
33,3,OML,0,0,0,0,0,0
34,3,OMH,0,0,0,0,0,0
35,3,OFL,1,5,14,2.6471654629783847,2.247862453981962,19208
36,3,OFH,0,0,0,0,0,0
37,3,YML,0,0,0,0,0,0
38,3,YMH,0,0,0,0,0,0
39,3,YFL,0,0,0,0,0,0
40,3,YFH,0,0,0,0,0,0
41,4,OML,0,0,0,0,0,0
42,4,OMH,0,0,0,0,0,0
43,4,OFL,1,6,15,2.7089280107805305,1.8297270159583419,40352
44,4,OFH,1,6,15,2.7089280107805305,1.8297270159583419,40352
45,4,YML,0,0,0,0,0,0
46,4,YMH,0,0,0,0,0,0
47,4,YFL,1,6,15,2.7089280107805305,1.8297270159583419,40352
48,4,YFH,1,6,15,2.7089280107805305,1.8297270159583419,40352
49,5,OML,0,0,0,0,0,0
50,5,OMH,0,0,0,0,0,0
51,5,OFL,0,0,0,0,0,0
52,5,OFH,0,0,0,0,0,0
53,5,YML,0,0,0,0,0,0
54,5,YMH,0,0,0,0,0,0
55,5,YFL,0,0,0,0,0,0
56,5,YFH,1,7,11,2.221402338631573,1.6700816799381224,1024
57,6,OML,0,0,0,0,0,0
58,6,OMH,0,0,0,0,0,0
59,6,OFL,0,0,0,0,0,0
60,6,OFH,1,8,10,2.6428902840025366,2.150729981724309,244
61,6,YML,0,0,0,0,0,0
62,6,YMH,0,0,0,0,0,0
63,6,YFL,0,0,0,0,0,0
64,6,YFH,0,0,0,0,0,0
65,7,OML,1,9,18,2.288684203819309,1.7727654155071002,40060
66,7,OMH,0,0,0,0,0,0
67,7,OFL,1,9,18,2.288684203819309,1.7727654155071002,40060
68,7,OFH,0,0,0,0,0,0
69,7,YML,1,9,18,2.288684203819309,1.7727654155071002,40060
70,7,YMH,0,0,0,0,0,0
71,7,YFL,1,9,18,2.288684203819309,1.7727654155071002,40060
72,7,YFH,0,0,0,0,0,0
73,8,OML,1,10,14,2.7573511645949136,1.8967487905968632,32048
74,8,OMH,0,0,0,0,0,0
75,8,OFL,1,10,14,2.7573511645949136,1.8967487905968632,32048
76,8,OFH,0,0,0,0,0,0
77,8,YML,1,10,14,2.7573511645949136,1.8967487905968632,32048
78,8,YMH,0,0,0,0,0,0
79,8,YFL,1,10,14,2.7573511645949136,1.8967487905968632,32048
80,8,YFH,0,0,0,0,0,0
81,9,OML,0,0,0,0,0,0
82,9,OMH,0,0,0,0,0,0
83,9,OFL,0,0,0,0,0,0
84,9,OFH,1,11,15,2.9139457357409637,2.2807714471804164,663
85,9,YML,0,0,0,0,0,0
86,9,YMH,0,0,0,0,0,0
87,9,YFL,0,0,0,0,0,0
88,9,YFH,1,11,15,2.9139457357409637,2.2807714471804164,663
89,10,OML,0,0,0,0,0,0
90,10,OMH,0,0,0,0,0,0
91,10,OFL,0,0,0,0,0,0
92,10,OFH,0,0,0,0,0,0
93,10,YML,1,12,14,2.5944041757170107,2.4828650675974644,5724
94,10,YMH,0,0,0,0,0,0
95,10,YFL,1,12,14,2.5944041757170107,2.4828650675974644,5724
96,10,YFH,0,0,0,0,0,0
97,11,OML,1,13,15,2.81550327789334,2.1843058743549486,2178
98,11,OMH,0,0,0,0,0,0
99,11,OFL,0,0,0,0,0,0
100,11,OFH,0,0,0,0,0,0
101,11,YML,1,13,15,2.81550327789334,2.1843058743549486,2178
102,11,YMH,0,0,0,0,0,0
103,11,YFL,0,0,0,0,0,0
104,11,YFH,0,0,0,0,0,0
105,12,OML,0,0,0,0,0,0
106,12,OMH,0,0,0,0,0,0
107,12,OFL,0,0,0,0,0,0
108,12,OFH,0,0,0,0,0,0
109,12,YML,1,14,16,2.327808568282803,2.440271969982241,4406
110,12,YMH,0,0,0,0,0,0
111,12,YFL,0,0,0,0,0,0
112,12,YFH,0,0,0,0,0,0
113,13,OML,0,0,0,0,0,0
114,13,OMH,0,0,0,0,0,0
115,13,OFL,1,15,24,2.2825845007173844,1.6137701271564877,35048
116,13,OFH,0,0,0,0,0,0
117,13,YML,0,0,0,0,0,0
118,13,YMH,0,0,0,0,0,0
119,13,YFL,1,15,24,2.2825845007173844,1.6137701271564877,35048
120,13,YFH,0,0,0,0,0,0
121,14,OML,0,0,0,0,0,0
122,14,OMH,0,0,0,0,0,0
123,14,OFL,1,16,20,2.6774224817798284,1.773208352924068,2808
124,14,OFH,1,16,20,2.6774224817798284,1.773208352924068,2808
125,14,YML,0,0,0,0,0,0
126,14,YMH,0,0,0,0,0,0
127,14,YFL,0,0,0,0,0,0
128,14,YFH,0,0,0,0,0,0
129,15,OML,0,0,0,0,0,0
130,15,OMH,0,0,0,0,0,0
131,15,OFL,0,0,0,0,0,0
