index,day,segment,game,start,end,vidCoeff,mobCoeff,reach
1,-1,OML,0,0,0,0,0,0
2,-1,OMH,0,0,0,0,0,0
3,-1,OFL,0,0,0,0,0,0
4,-1,OFH,0,0,0,0,0,0
5,-1,YML,1,1,5,2.2106473415096835,1.7683314281604119,5882
6,-1,YMH,1,1,5,2.2106473415096835,1.7683314281604119,5882
7,-1,YFL,0,0,0,0,0,0
8,-1,YFH,0,0,0,0,0,0
9,0,OML,0,0,0,0,0,0
10,0,OMH,0,0,0,0,0,0
11,0,OFL,0,0,0,0,0,0
12,0,OFH,0,0,0,0,0,0
13,0,YML,0,0,0,0,0,0
14,0,YMH,0,0,0,0,0,0
15,0,YFL,1,2,6,2.926578608554835,1.8566844871468264,1980
16,0,YFH,0,0,0,0,0,0
17,1,OML,0,0,0,0,0,0
18,1,OMH,0,0,0,0,0,0
19,1,OFL,0,0,0,0,0,0
20,1,OFH,0,0,0,0,0,0
21,1,YML,0,0,0,0,0,0
22,1,YMH,0,0,0,0,0,0
23,1,YFL,1,3,5,2.551747132460933,2.4845383917521193,3354
24,1,YFH,1,3,5,2.551747132460933,2.4845383917521193,3354
25,2,OML,0,0,0,0,0,0
26,2,OMH,0,0,0,0,0,0
27,2,OFL,1,4,8,2.490589086414129,2.142579950536283,7020
28,2,OFH,1,4,8,2.490589086414129,2.142579950536283,7020
29,2,YML,0,0,0,0,0,0
30,2,YMH,0,0,0,0,0,0
31,2,YFL,0,0,0,0,0,0
32,2,YFH,0,0,0,0,0,0
33,3,OML,0,0,0,0,0,0
34,3,OMH,0,0,0,0,0,0
35,3,OFL,0,0,0,0,0,0
36,3,OFH,0,0,0,0,0,0
37,3,YML,1,5,7,2.392014975115611,2.352709745365834,1411
38,3,YMH,1,5,7,2.392014975115611,2.352709745365834,1411
39,3,YFL,0,0,0,0,0,0
40,3,YFH,0,0,0,0,0,0
41,4,OML,1,6,8,2.0160207483955834,1.5824368374739575,6247
42,4,OMH,1,6,8,2.0160207483955834,1.5824368374739575,6247
43,4,OFL,0,0,0,0,0,0
44,4,OFH,0,0,0,0,0,0
45,4,YML,0,0,0,0,0,0
46,4,YMH,0,0,0,0,0,0
47,4,YFL,0,0,0,0,0,0
48,4,YFH,0,0,0,0,0,0
49,5,OML,0,0,0,0,0,0
50,5,OMH,0,0,0,0,0,0
51,5,OFL,0,0,0,0,0,0
52,5,OFH,0,0,0,0,0,0
53,5,YML,0,0,0,0,0,0
54,5,YMH,0,0,0,0,0,0
55,5,YFL,1,7,9,2.7788537329576526,2.4366541356920615,4752
56,5,YFH,0,0,0,0,0,0
57,6,OML,0,0,0,0,0,0
58,6,OMH,0,0,0,0,0,0
59,6,OFL,1,8,10,2.4209633333275837,2.0979604102262273,1684
60,6,OFH,1,8,10,2.4209633333275837,2.0979604102262273,1684
61,6,YML,0,0,0,0,0,0
62,6,YMH,0,0,0,0,0,0
63,6,YFL,0,0,0,0,0,0
64,6,YFH,0,0,0,0,0,0
65,7,OML,0,0,0,0,0,0
66,7,OMH,1,9,18,2.084531607889235,2.1092693079743343,2650
67,7,OFL,0,0,0,0,0,0
68,7,OFH,0,0,0,0,0,0
69,7,YML,0,0,0,0,0,0
70,7,YMH,1,9,18,2.084531607889235,2.1092693079743343,2650
71,7,YFL,0,0,0,0,0,0
72,7,YFH,0,0,0,0,0,0
73,8,OML,0,0,0,0,0,0
74,8,OMH,1,10,12,2.2546850429880365,2.182695386072802,484
75,8,OFL,0,0,0,0,0,0
76,8,OFH,0,0,0,0,0,0
77,8,YML,0,0,0,0,0,0
78,8,YMH,0,0,0,0,0,0
79,8,YFL,0,0,0,0,0,0
80,8,YFH,0,0,0,0,0,0
81,9,OML,1,11,15,2.2399527727934,1.8889980700256466,19824
82,9,OMH,1,11,15,2.2399527727934,1.8889980700256466,19824
83,9,OFL,0,0,0,0,0,0
84,9,OFH,0,0,0,0,0,0
85,9,YML,1,11,15,2.2399527727934,1.8889980700256466,19824
86,9,YMH,1,11,15,2.2399527727934,1.8889980700256466,19824
87,9,YFL,0,0,0,0,0,0
88,9,YFH,0,0,0,0,0,0
89,10,OML,0,0,0,0,0,0
90,10,OMH,0,0,0,0,0,0
91,10,OFL,0,0,0,0,0,0
92,10,OFH,0,0,0,0,0,0
93,10,YML,1,12,16,2.881528356541874,1.5880950105280616,7344
94,10,YMH,0,0,0,0,0,0
95,10,YFL,0,0,0,0,0,0
96,10,YFH,0,0,0,0,0,0
97,11,OML,1,13,22,2.9457743488393646,1.8421389047761916,40060
98,11,OMH,0,0,0,0,0,0
99,11,OFL,1,13,22,2.9457743488393646,1.8421389047761916,40060
100,11,OFH,0,0,0,0,0,0
101,11,YML,1,13,22,2.9457743488393646,1.8421389047761916,40060
102,11,YMH,0,0,0,0,0,0
103,11,YFL,1,13,22,2.9457743488393646,1.8421389047761916,40060
104,11,YFH,0,0,0,0,0,0
105,12,OML,1,14,23,2.57296654742928,2.226132785337679,24780
106,12,OMH,1,14,23,2.57296654742928,2.226132785337679,24780
107,12,OFL,0,0,0,0,0,0
108,12,OFH,0,0,0,0,0,0
109,12,YML,1,14,23,2.57296654742928,2.226132785337679,24780
110,12,YMH,1,14,23,2.57296654742928,2.226132785337679,24780
111,12,YFL,0,0,0,0,0,0
112,12,YFH,0,0,0,0,0,0
113,13,OML,0,0,0,0,0,0
114,13,OMH,0,0,0,0,0,0
115,13,OFL,0,0,0,0,0,0
116,13,OFH,1,15,24,2.6287253516212887,2.166654124122923,3315
117,13,YML,0,0,0,0,0,0
118,13,YMH,0,0,0,0,0,0
119,13,YFL,0,0,0,0,0,0
120,13,YFH,1,15,24,2.6287253516212887,2.166654124122923,3315
121,14,OML,0,0,0,0,0,0
122,14,OMH,0,0,0,0,0,0
123,14,OFL,0,0,0,0,0,0
124,14,OFH,0,0,0,0,0,0
125,14,YML,0,0,0,0,0,0
126,14,YMH,0,0,0,0,0,0
127,14,YFL,1,16,25,2.479469475258646,2.232859235546499,3960
128,14,YFH,0,0,0,0,0,0
129,15,OML,0,0,0,0,0,0
130,15,OMH,0,0,0,0,0,0
131,15,OFL,1,17,21,2.8782057377235986,2.4418728777571523,7020
132,15,OFH,1,17,21,2.8782057377235986,2.4418728777571523,7020
